region,date,protectionnisme
Poitou-Charentes,2013m1,.30292755
Poitou-Charentes,2013m2,.19383778
Poitou-Charentes,2013m3,.25560889
Poitou-Charentes,2013m4,-.019923829
Poitou-Charentes,2013m5,-.71578538
Poitou-Charentes,2013m6,-.34238088
Poitou-Charentes,2013m7,-1.1928396
Poitou-Charentes,2013m8,-1.9240277
Poitou-Charentes,2013m9,-.52354145
Poitou-Charentes,2013m10,.17201743
Poitou-Charentes,2013m11,.3467465
Poitou-Charentes,2013m12,-.31085655
Poitou-Charentes,2014m1,.25847441
Poitou-Charentes,2014m2,.32005548
Poitou-Charentes,2014m3,.18734674
Poitou-Charentes,2014m4,.14701039
Poitou-Charentes,2014m5,-.27565879
Poitou-Charentes,2014m6,-.62533027
Poitou-Charentes,2014m7,-2.033308
Poitou-Charentes,2014m8,-1.7702947
Poitou-Charentes,2014m9,.66229284
Poitou-Charentes,2014m10,.95303285
Poitou-Charentes,2014m11,.49322933
Poitou-Charentes,2014m12,-.31642827
Poitou-Charentes,2015m1,.099567041
Poitou-Charentes,2015m2,1.2379272
Poitou-Charentes,2015m3,.40182495
Poitou-Charentes,2015m4,.33759311
Poitou-Charentes,2015m5,-.39685816
Poitou-Charentes,2015m6,.17578395
Poitou-Charentes,2015m7,-1.7348897
Poitou-Charentes,2015m8,-1.4661617
Poitou-Charentes,2015m9,.46827042
Poitou-Charentes,2015m10,1.0710011
Poitou-Charentes,2015m11,.66189849
Poitou-Charentes,2015m12,-.085944615
Poitou-Charentes,2016m1,-.30126956
Poitou-Charentes,2016m2,.60180467
Poitou-Charentes,2016m3,2.1110163
Poitou-Charentes,2016m4,.55062515
Poitou-Charentes,2016m5,.43802768
Poitou-Charentes,2016m6,-.12365174
Poitou-Charentes,2016m7,-1.4241656
Poitou-Charentes,2016m8,-1.3777344
Poitou-Charentes,2016m9,.6222623
Poitou-Charentes,2016m10,1.3399887
Poitou-Charentes,2016m11,.73380876
Poitou-Charentes,2016m12,.5995248
Poitou-Charentes,2017m1,.89489031
Poitou-Charentes,2017m2,.51895237
Poitou-Charentes,2017m3,1.0028929
