date,cat_spirituality
2008m1,1.028023
2008m2,.6939502
2008m3,.3651698
2008m4,.1688372
2008m5,.0559292
2008m6,-.0817424
2008m7,-.1825821
2008m8,-.1378404
2008m9,.0748587
2008m10,.3198857
2008m11,.3250408
2008m12,.3789727
2009m1,.3965192
2009m2,.479624
2009m3,.2680654
2009m4,-.1115651
2009m5,-.431438
2009m6,-.9624587
2009m7,-1.099127
2009m8,-.5159007
2009m9,.6720363
2009m10,1.807207
2009m11,2.074379
2009m12,1.940555
2010m1,1.814514
2010m2,2.067907
2010m3,2.154511
2010m4,1.901086
2010m5,1.117995
2010m6,.6618004
2010m7,.5451022
2010m8,.4994024
2010m9,.903957
2010m10,1.20829
2010m11,1.273249
2010m12,.9422598
2011m1,.5620912
2011m2,.4328068
2011m3,.3397519
2011m4,.2910177
2011m5,-.0877877
2011m6,-.4375237
2011m7,-.5659135
2011m8,-.1822324
2011m9,.4350688
2011m10,.8966458
2011m11,.8670353
2011m12,.3310007
2012m1,.0456779
2012m2,-.0255921
2012m3,-.0826731
2012m4,-.1324558
2012m5,-.331115
2012m6,-.7114273
2012m7,-.9028271
2012m8,-.6653547
2012m9,-.0728067
2012m10,.3268641
2012m11,.2385394
2012m12,-.0422459
2013m1,-.3434423
2013m2,-.3479838
2013m3,-.2367925
2013m4,-.2524636
2013m5,-.764895
2013m6,-1.297609
2013m7,-1.531479
2013m8,-1.343404
2013m9,-.7538639
2013m10,-.3818925
2013m11,-.2838959
2013m12,-.4629406
2014m1,-.5883752
2014m2,-.6219422
2014m3,-.7094063
2014m4,-.9179515
2014m5,-1.115111
2014m6,-1.290003
2014m7,-1.369821
2014m8,-1.160391
2014m9,-.7034875
2014m10,-.4255061
2014m11,-.4606609
2014m12,-.5896712
2015m1,-.4993511
2015m2,-.3743899
2015m3,-.3260692
2015m4,-.380981
2015m5,-.7510222
2015m6,-1.111773
2015m7,-1.148607
2015m8,-.7676889
2015m9,-.1735576
2015m10,.0683305
2015m11,-.0074314
2015m12,-.1372639
2016m1,-.1593702
2016m2,-.1208646
2016m3,.0844745
2016m4,.615538
