date,cat_family_stress
2011m1,.7045217
2011m2,.4814843
2011m3,.5234532
2011m4,.52868
2011m5,.7903319
2011m6,.9856133
2011m7,.8126235
2011m8,.5639529
2011m9,.3614028
2011m10,.0892893
2011m11,-.4161506
2011m12,-.7055269
2012m1,-.5237544
2012m2,-.5767794
2012m3,-.3998391
2012m4,.0241761
2012m5,.6211348
2012m6,1.070205
2012m7,1.353722
2012m8,1.286737
2012m9,.778946
2012m10,.1354397
2012m11,-.5303134
2012m12,-.9389388
2013m1,-.6123837
2013m2,-.4729663
2013m3,-.505526
2013m4,-.5295377
2013m5,-.4998398
2013m6,-.2075459
2013m7,.0338607
2013m8,-.067878
2013m9,-.3736347
2013m10,-.8334815
2013m11,-1.343251
2013m12,-1.383763
2014m1,-.8912495
2014m2,-.6175103
2014m3,-.4458869
2014m4,-.2291962
2014m5,.0680537
2014m6,.4894157
2014m7,.8757386
2014m8,.9387278
2014m9,.4664155
2014m10,-.3332192
2014m11,-.9073925
2014m12,-.9319648
2015m1,-.4147052
2015m2,-.1788256
2015m3,-.0307087
2015m4,.1357509
2015m5,.6177891
2015m6,1.404313
2015m7,1.798435
2015m8,1.278786
2015m9,.2633463
2015m10,-.4976465
2015m11,-.8444134
2015m12,-.7533379
2016m1,-.1725921
2016m2,-.0709423
2016m3,-.3943894
2016m4,-.8472551
