date,cat_family_stress
2011m1,.9410105
2011m2,.5872437
2011m3,.5399199
2011m4,.6192078
2011m5,.7945399
2011m6,.9670533
2011m7,.9878538
2011m8,.6741226
2011m9,.0106594
2011m10,-.5449955
2011m11,-1.01847
2011m12,-1.043581
2012m1,-.5765356
2012m2,-.2943425
2012m3,-.1242394
2012m4,.0417804
2012m5,.5479032
2012m6,1.224541
2012m7,1.615955
2012m8,1.380246
2012m9,.5434584
2012m10,-.4660946
2012m11,-1.201413
2012m12,-1.337018
2013m1,-.7937616
2013m2,-.3878036
2013m3,.0554535
2013m4,.5036483
2013m5,.6346527
2013m6,.7256929
2013m7,.8395302
2013m8,.5688221
2013m9,-.1177085
2013m10,-.8153515
2013m11,-1.284833
2013m12,-1.163841
2014m1,-.5663865
2014m2,-.2175394
2014m3,.0108775
2014m4,.3480383
2014m5,.8002337
2014m6,1.09928
2014m7,1.136086
2014m8,.9955275
2014m9,.6401896
2014m10,-.0664566
2014m11,-.8529227
2014m12,-1.130041
2015m1,-.9007024
2015m2,-.8056845
2015m3,-.4877243
2015m4,-.0264259
2015m5,.3728459
2015m6,.7986053
2015m7,.8259881
2015m8,.5124227
2015m9,-.1549796
2015m10,-.8347304
2015m11,-1.261192
2015m12,-1.266011
2016m1,-.9030296
2016m2,-.6796948
2016m3,-.5455923
2016m4,-.4742865
