date,cat_health_worries
2011m1,1.473664
2011m2,1.160142
2011m3,.9846236
2011m4,.9366803
2011m5,1.267444
2011m6,1.823004
2011m7,1.986245
2011m8,1.803637
2011m9,1.499453
2011m10,1.000733
2011m11,.4780811
2011m12,.4476252
2012m1,.5386813
2012m2,.8995748
2012m3,1.104812
2012m4,1.12765
2012m5,1.14987
2012m6,.5571553
2012m7,-.1011615
2012m8,-.4335377
2012m9,-.4136221
2012m10,-.1671677
2012m11,-.1000109
2012m12,-.1342693
2013m1,-.0729682
2013m2,-.0066918
2013m3,-.0355173
2013m4,.0421952
2013m5,-.0215354
2013m6,-.0955026
2013m7,-.2083993
2013m8,-.2742191
2013m9,-.3126979
2013m10,-.4367891
2013m11,-.7103348
2013m12,-.7385086
2014m1,-.6315014
2014m2,-.7413789
2014m3,-.7932278
2014m4,-.6011772
2014m5,-.0944309
2014m6,.2820572
2014m7,.1587276
2014m8,-.1995234
2014m9,-.4060736
2014m10,-.3976007
2014m11,-.485672
2014m12,-.6000014
2015m1,-.3214837
2015m2,.0149557
2015m3,.0015454
2015m4,-.4453257
2015m5,-.9754651
2015m6,-1.115113
2015m7,-1.184739
2015m8,-1.252814
2015m9,-1.324757
2015m10,-1.324378
2015m11,-1.225742
2015m12,-1.217528
2016m1,-.9978472
2016m2,-.6578057
2016m3,-.1989673
2016m4,.7169318
