region,date,christianisme
Franche-Comte,2013m1,-.03108372
Franche-Comte,2013m2,-.12438112
Franche-Comte,2013m3,.24007535
Franche-Comte,2013m4,-.86428857
Franche-Comte,2013m5,-.72349429
Franche-Comte,2013m6,-.94541854
Franche-Comte,2013m7,-.92626143
Franche-Comte,2013m8,-.77182597
Franche-Comte,2013m9,-.51047373
Franche-Comte,2013m10,-.36519143
Franche-Comte,2013m11,.1633406
Franche-Comte,2013m12,.27185899
Franche-Comte,2014m1,-.14584455
Franche-Comte,2014m2,-.34358174
Franche-Comte,2014m3,-.51715499
Franche-Comte,2014m4,-.38061327
Franche-Comte,2014m5,-.20335011
Franche-Comte,2014m6,-.65129983
Franche-Comte,2014m7,-.6460759
Franche-Comte,2014m8,.21424624
Franche-Comte,2014m9,-.58591789
Franche-Comte,2014m10,-.38214928
Franche-Comte,2014m11,.009392241
Franche-Comte,2014m12,.7315805
Franche-Comte,2015m1,.57544076
Franche-Comte,2015m2,.35603616
Franche-Comte,2015m3,.73318356
Franche-Comte,2015m4,.27354452
Franche-Comte,2015m5,.0073752245
Franche-Comte,2015m6,.27900648
Franche-Comte,2015m7,-.29653999
Franche-Comte,2015m8,.38229966
Franche-Comte,2015m9,.3433876
Franche-Comte,2015m10,.2007113
Franche-Comte,2015m11,.33245742
Franche-Comte,2015m12,1.375885
Franche-Comte,2016m1,.27227244
Franche-Comte,2016m2,.058762997
Franche-Comte,2016m3,.54484999
Franche-Comte,2016m4,-.21685474
Franche-Comte,2016m5,.11882322
Franche-Comte,2016m6,-.2110346
Franche-Comte,2016m7,.26523447
Franche-Comte,2016m8,.1641178
Franche-Comte,2016m9,-.040141933
Franche-Comte,2016m10,.15480208
Franche-Comte,2016m11,.41060576
Franche-Comte,2016m12,.59728014
Franche-Comte,2017m1,.20919539
Franche-Comte,2017m2,.36994088
Franche-Comte,2017m3,.14556526
