happiness
-.8825026
-.9893831
.0563519
-1.245063
-.3349467
-.2512448
-.6929896
-1.706355
-.4913594
-1.811017
-.3439322
-.421945
-.5425002
-.3393614
-.7725971
-.2464692
.0478047
-.475062
.7305618
1.050056
-1.226151
-.884495
.2003639
.4109333
1.042849
.3942503
1.014645
-.0311124
.6338798
.6856655
.0347284
.5523844
.2589509
.5850516
.7263511
.3852237
.3901406
.00629
1.132087
.5987272
.6529412
.5215732
.3875839
.5425429
.6906429
.6920169
.601545
-.0323331
.3306612
.5450367
.5629327
.0937879
1.430574
.3764283
.4858134
.8935773
.8158648
