date,cat_family_stress
2011m1,.2710314
2011m2,-.0296136
2011m3,-.1162616
2011m4,.045034
2011m5,.4836084
2011m6,1.044312
2011m7,1.570141
2011m8,1.581288
2011m9,1.123374
2011m10,.3853545
2011m11,-.3317909
2011m12,-.7096806
2012m1,-.6202777
2012m2,-.4667867
2012m3,-.1245939
2012m4,.4269145
2012m5,.798346
2012m6,1.17182
2012m7,1.509007
2012m8,1.257898
2012m9,.4235908
2012m10,-.4693872
2012m11,-1.054801
2012m12,-1.203518
2013m1,-.7933823
2013m2,-.5329574
2013m3,-.4457769
2013m4,-.2879321
2013m5,-.0254325
2013m6,.2688539
2013m7,.5527733
2013m8,.4562723
2013m9,-.2012828
2013m10,-1.008508
2013m11,-1.446382
2013m12,-1.173271
2014m1,-.6849608
2014m2,-.4202473
2014m3,-.3127986
2014m4,-.0247497
2014m5,.2895848
2014m6,.5794325
2014m7,.634336
2014m8,.1671921
2014m9,-.3204651
2014m10,-.8100887
2014m11,-1.220579
2014m12,-1.145053
2015m1,-.857428
2015m2,-.6925132
2015m3,-.3548928
2015m4,.3068016
2015m5,1.089247
2015m6,1.689456
2015m7,1.601807
2015m8,1.000484
2015m9,.0721179
2015m10,-.6040687
2015m11,-.9204531
2015m12,-.8005296
2016m1,-.2618173
2016m2,-.0250453
2016m3,-.1241075
2016m4,-.178643
