date,swb_sadness
2011m1,1.003544
2011m2,.5391479
2011m3,.2716086
2011m4,.080571
2011m5,-.172138
2011m6,-.9126478
2011m7,-1.3557
2011m8,-.8983682
2011m9,-.2011268
2011m10,.3201068
2011m11,.6427462
2011m12,.8888744
2012m1,.7908978
2012m2,.6183025
2012m3,.6445335
2012m4,.7055287
2012m5,.8397943
2012m6,.6572137
2012m7,.3339553
2012m8,.1686552
2012m9,.2324753
2012m10,.1242883
2012m11,.423742
2012m12,.660887
2013m1,.6130272
2013m2,.5921614
2013m3,.4489639
2013m4,.3511749
2013m5,.0142555
2013m6,-.4289064
2013m7,-.582536
2013m8,-.0891635
2013m9,.6404035
2013m10,.8234673
2013m11,.814451
2013m12,.9635756
2014m1,.8249117
2014m2,.5989563
2014m3,.3396531
2014m4,.1344443
2014m5,.0799209
2014m6,-.0384287
2014m7,.0080839
2014m8,.4523422
2014m9,.6691613
2014m10,.3033592
2014m11,-.0655091
2014m12,-.3244754
2015m1,-.4733131
2015m2,-.7196805
2015m3,-.7012023
2015m4,-.5270099
2015m5,-.3732934
2015m6,-.8671092
2015m7,-1.03656
2015m8,-.5799047
2015m9,-.0880317
2015m10,.419427
2015m11,.9247965
2015m12,.7356451
2016m1,-.0743602
2016m2,-.9211349
2016m3,-1.119518
2016m4,-1.680905
