date,cat_housing
2008m1,2.348354
2008m2,1.655593
2008m3,1.151395
2008m4,.685704
2008m5,.4379356
2008m6,.3561293
2008m7,.1721583
2008m8,.088256
2008m9,.1627124
2008m10,.3245306
2008m11,.8614225
2008m12,2.03644
2009m1,2.750867
2009m2,2.726587
2009m3,2.551492
2009m4,2.032731
2009m5,1.455504
2009m6,1.07368
2009m7,.73329
2009m8,.456176
2009m9,.228416
2009m10,.2065987
2009m11,.1691052
2009m12,.1669308
2010m1,.3567298
2010m2,.4733015
2010m3,.5537298
2010m4,.5178893
2010m5,.6181992
2010m6,.9168702
2010m7,1.156436
2010m8,1.167828
2010m9,.7993824
2010m10,.5081425
2010m11,.2444383
2010m12,.0318144
2011m1,-.0578602
2011m2,-.2113606
2011m3,-.3658127
2011m4,-.5056834
2011m5,-.4918168
2011m6,-.2980047
2011m7,-.0019615
2011m8,.347445
2011m9,.4812003
2011m10,.4503968
2011m11,.2091825
2011m12,.1192279
2012m1,.3166711
2012m2,.4521251
2012m3,.3654266
2012m4,.2487893
2012m5,.2821364
2012m6,.3949425
2012m7,.4031071
2012m8,.1751738
2012m9,-.0728303
2012m10,-.2969331
2012m11,-.5109277
2012m12,-.5226867
2013m1,-.290514
2013m2,-.1714537
2013m3,-.1919542
2013m4,-.2578465
2013m5,-.3257096
2013m6,-.3982754
2013m7,-.5697049
2013m8,-.7691244
2013m9,-.9384806
2013m10,-1.087391
2013m11,-1.169306
2013m12,-1.128719
2014m1,-1.01163
2014m2,-.9718015
2014m3,-.9708054
2014m4,-.9087901
2014m5,-.822031
2014m6,-.7711241
2014m7,-.8161314
2014m8,-.9184567
2014m9,-1.057097
2014m10,-1.157995
2014m11,-1.227587
2014m12,-1.12453
2015m1,-.8850074
2015m2,-.80146
2015m3,-.77455
2015m4,-.7360784
2015m5,-.7039009
2015m6,-.6734389
2015m7,-.6725903
2015m8,-.766331
2015m9,-.9724432
2015m10,-1.167775
2015m11,-1.278563
2015m12,-1.239987
2016m1,-1.074572
2016m2,-.9075657
2016m3,-.7660215
2016m4,-.6099709
