date,cat_housing
2011m1,.5561163
2011m2,.1842824
2011m3,-.0514153
2011m4,-.2493381
2011m5,-.1529638
2011m6,.3336648
2011m7,.9697346
2011m8,1.471578
2011m9,1.589206
2011m10,1.385081
2011m11,1.067346
2011m12,1.064061
2012m1,1.371645
2012m2,1.35099
2012m3,1.090349
2012m4,.8406317
2012m5,.9146921
2012m6,1.208291
2012m7,1.367269
2012m8,1.290686
2012m9,.9452476
2012m10,.5456876
2012m11,.3109105
2012m12,.2073649
2013m1,.3952172
2013m2,.4787182
2013m3,.4855072
2013m4,.5806566
2013m5,.7985852
2013m6,.9902785
2013m7,.8799657
2013m8,.4182596
2013m9,-.0397395
2013m10,-.5088813
2013m11,-.9664304
2013m12,-1.094242
2014m1,-.8393801
2014m2,-.7316549
2014m3,-.7454042
2014m4,-.7871262
2014m5,-.7007684
2014m6,-.5039368
2014m7,-.3896388
2014m8,-.5085692
2014m9,-.8158805
2014m10,-1.053537
2014m11,-1.209074
2014m12,-1.073401
2015m1,-.6811447
2015m2,-.4805308
2015m3,-.413491
2015m4,-.3618596
2015m5,-.3395401
2015m6,-.1364424
2015m7,-.1301349
2015m8,-.3601982
2015m9,-.8023012
2015m10,-1.351184
2015m11,-1.718912
2015m12,-1.705302
2016m1,-1.465958
2016m2,-1.292542
2016m3,-1.004562
2016m4,-.4265368
