date,swb_anger
2011m1,-.8431078
2011m2,-.6647221
2011m3,-.2046916
2011m4,.2503807
2011m5,.58273
2011m6,.7830923
2011m7,.8126031
2011m8,1.026861
2011m9,.9406177
2011m10,.6289495
2011m11,.0005909
2011m12,-.3464309
2012m1,-.5133411
2012m2,-.3871746
2012m3,-.0612603
2012m4,.2255441
2012m5,.5869717
2012m6,.8563236
2012m7,1.135979
2012m8,1.398755
2012m9,1.270587
2012m10,.8719221
2012m11,.5731481
2012m12,.3548856
2013m1,.1142284
2013m2,.2288158
2013m3,.4620096
2013m4,.7828124
2013m5,1.144214
2013m6,1.428134
2013m7,1.956164
2013m8,2.479104
2013m9,2.403719
2013m10,1.853507
2013m11,1.312507
2013m12,1.129899
2014m1,1.052186
2014m2,.9837217
2014m3,.954026
2014m4,1.03041
2014m5,1.092952
2014m6,1.198292
2014m7,1.71224
2014m8,2.432045
2014m9,2.571993
2014m10,2.233708
2014m11,1.892856
2014m12,1.560109
2015m1,1.138985
2015m2,.8705476
2015m3,.9800335
2015m4,1.255023
2015m5,1.523644
2015m6,1.513682
2015m7,1.730585
2015m8,2.404358
2015m9,2.759325
2015m10,2.59877
2015m11,2.091362
2015m12,1.538851
2016m1,1.063315
2016m2,.8480306
2016m3,.6695194
2016m4,.3383369
