region,date,recherche_emploi
Champagne-Ardenne,2013m1,.18687396
Champagne-Ardenne,2013m2,-.00825659
Champagne-Ardenne,2013m3,.33947703
Champagne-Ardenne,2013m4,-.085634291
Champagne-Ardenne,2013m5,.1673712
Champagne-Ardenne,2013m6,-.28290659
Champagne-Ardenne,2013m7,-.64920861
Champagne-Ardenne,2013m8,-.92491031
Champagne-Ardenne,2013m9,.14094533
Champagne-Ardenne,2013m10,.19494647
Champagne-Ardenne,2013m11,.22375336
Champagne-Ardenne,2013m12,-.71510714
Champagne-Ardenne,2014m1,.40759841
Champagne-Ardenne,2014m2,.46128488
Champagne-Ardenne,2014m3,.66873109
Champagne-Ardenne,2014m4,-.056997299
Champagne-Ardenne,2014m5,.308514
Champagne-Ardenne,2014m6,-.085917085
Champagne-Ardenne,2014m7,-.76723915
Champagne-Ardenne,2014m8,-.94058406
Champagne-Ardenne,2014m9,1.0580188
Champagne-Ardenne,2014m10,.69010586
Champagne-Ardenne,2014m11,.090194657
Champagne-Ardenne,2014m12,-.8479743
Champagne-Ardenne,2015m1,.80459809
Champagne-Ardenne,2015m2,1.2264136
Champagne-Ardenne,2015m3,.98089647
Champagne-Ardenne,2015m4,-.024182308
Champagne-Ardenne,2015m5,.17231514
Champagne-Ardenne,2015m6,.075627714
Champagne-Ardenne,2015m7,-.72196817
Champagne-Ardenne,2015m8,-.6740635
Champagne-Ardenne,2015m9,.36729047
Champagne-Ardenne,2015m10,.19547908
Champagne-Ardenne,2015m11,-.11268131
Champagne-Ardenne,2015m12,-.68830216
Champagne-Ardenne,2016m1,.74083555
Champagne-Ardenne,2016m2,.61625862
Champagne-Ardenne,2016m3,.31826776
Champagne-Ardenne,2016m4,.31319711
Champagne-Ardenne,2016m5,-.22280551
Champagne-Ardenne,2016m6,-.47020525
Champagne-Ardenne,2016m7,-1.1159142
Champagne-Ardenne,2016m8,-1.2073568
Champagne-Ardenne,2016m9,.52177382
Champagne-Ardenne,2016m10,.25881919
Champagne-Ardenne,2016m11,-.1907668
Champagne-Ardenne,2016m12,-.87109029
Champagne-Ardenne,2017m1,-.059267536
Champagne-Ardenne,2017m2,.19654143
Champagne-Ardenne,2017m3,.49637341
