region,date,travail
Bretagne,2013m1,-.34262574
Bretagne,2013m2,-.28271267
Bretagne,2013m3,-.5420984
Bretagne,2013m4,-1.3847091
Bretagne,2013m5,-.77190459
Bretagne,2013m6,-1.331259
Bretagne,2013m7,-1.5515091
Bretagne,2013m8,-1.6886791
Bretagne,2013m9,.35209763
Bretagne,2013m10,-.33770767
Bretagne,2013m11,-.62720948
Bretagne,2013m12,-.47933358
Bretagne,2014m1,1.0120801
Bretagne,2014m2,.47740832
Bretagne,2014m3,.043764103
Bretagne,2014m4,-.79412127
Bretagne,2014m5,-.94253969
Bretagne,2014m6,-.095801599
Bretagne,2014m7,-.54171109
Bretagne,2014m8,-.58176976
Bretagne,2014m9,.88225067
Bretagne,2014m10,.92890358
Bretagne,2014m11,-.045345921
Bretagne,2014m12,-1.0425289
Bretagne,2015m1,.41053712
Bretagne,2015m2,1.0948362
Bretagne,2015m3,.65600801
Bretagne,2015m4,-.59135598
Bretagne,2015m5,-.56028986
Bretagne,2015m6,-.20273603
Bretagne,2015m7,-.53309178
Bretagne,2015m8,-.24423143
Bretagne,2015m9,.52864647
Bretagne,2015m10,.79976588
Bretagne,2015m11,.15433754
Bretagne,2015m12,.063279308
Bretagne,2016m1,1.6297083
Bretagne,2016m2,1.8821648
Bretagne,2016m3,.47996265
Bretagne,2016m4,.16156389
Bretagne,2016m5,.05100929
Bretagne,2016m6,-.36659563
Bretagne,2016m7,-1.7549732
Bretagne,2016m8,-.63663185
Bretagne,2016m9,1.885397
Bretagne,2016m10,1.4548717
Bretagne,2016m11,1.2007079
Bretagne,2016m12,-.88567686
Bretagne,2017m1,1.0046986
Bretagne,2017m2,1.321968
Bretagne,2017m3,1.3393551
