date,cat_health_worries
2008m1,-.9432132
2008m2,-.5362458
2008m3,-.2582527
2008m4,-.2905617
2008m5,-.2616558
2008m6,.1597384
2008m7,.7476899
2008m8,.5640724
2008m9,.3068992
2008m10,.0643086
2008m11,-.0355616
2008m12,-.3292127
2009m1,.0357537
2009m2,.1568345
2009m3,-.1855818
2009m4,-.3130425
2009m5,-.2657359
2009m6,-.2478919
2009m7,-.0741373
2009m8,.1421843
2009m9,.3683698
2009m10,.806726
2009m11,1.333837
2009m12,1.525488
2010m1,1.575852
2010m2,1.492136
2010m3,1.31338
2010m4,1.488111
2010m5,1.881818
2010m6,2.336372
2010m7,2.386129
2010m8,1.754715
2010m9,1.228747
2010m10,1.148023
2010m11,1.168432
2010m12,.616303
2011m1,.3593005
2011m2,.3527438
2011m3,.2352974
2011m4,.0507575
2011m5,.1496942
2011m6,.2505488
2011m7,.3873866
2011m8,.4500478
2011m9,.6410316
2011m10,.4253557
2011m11,-.0909214
2011m12,-.3866207
2012m1,-.331193
2012m2,-.3450729
2012m3,-.3936352
2012m4,-.5164368
2012m5,-.3732007
2012m6,-.1997061
2012m7,-.1445844
2012m8,-.2848401
2012m9,-.1323274
2012m10,.0326769
2012m11,.1251748
2012m12,.0904434
2013m1,-.069719
2013m2,-.2550329
2013m3,-.3426833
2013m4,-.4305254
2013m5,-.5453274
2013m6,-.7111962
2013m7,-.7363362
2013m8,-.7565613
2013m9,-.5978327
2013m10,-.5087862
2013m11,-.5883942
2013m12,-.9720711
2014m1,-1.059904
2014m2,-.8935102
2014m3,-.73813
2014m4,-.5482432
2014m5,-.4602611
2014m6,-.4626825
2014m7,-.6042005
2014m8,-.5713711
2014m9,-.0902172
2014m10,.0926917
2014m11,-.0818572
2014m12,-.116323
2015m1,.2451155
2015m2,.4400843
2015m3,.0758119
2015m4,-.5926024
2015m5,-.7901127
2015m6,-.6859205
2015m7,-.7226925
2015m8,-.8620076
2015m9,-.981952
2015m10,-1.130181
2015m11,-1.19264
2015m12,-1.047879
2016m1,-.7203992
2016m2,-.5846233
2016m3,-.4285016
2016m4,-.1857723
