region,date,travail
Haute-Normandie,2013m1,.41560623
Haute-Normandie,2013m2,.46073222
Haute-Normandie,2013m3,.22672728
Haute-Normandie,2013m4,-.29612407
Haute-Normandie,2013m5,-.29398781
Haute-Normandie,2013m6,-.46167868
Haute-Normandie,2013m7,-.77833325
Haute-Normandie,2013m8,-1.3860295
Haute-Normandie,2013m9,.4299534
Haute-Normandie,2013m10,.15372607
Haute-Normandie,2013m11,-.059642743
Haute-Normandie,2013m12,-.58477479
Haute-Normandie,2014m1,.56505466
Haute-Normandie,2014m2,.49029064
Haute-Normandie,2014m3,.73853815
Haute-Normandie,2014m4,-.030262843
Haute-Normandie,2014m5,.25633857
Haute-Normandie,2014m6,-.20245257
Haute-Normandie,2014m7,-.89049488
Haute-Normandie,2014m8,-.49789134
Haute-Normandie,2014m9,.80402833
Haute-Normandie,2014m10,.38397744
Haute-Normandie,2014m11,.17616118
Haute-Normandie,2014m12,-.85231268
Haute-Normandie,2015m1,.15771408
Haute-Normandie,2015m2,.76462978
Haute-Normandie,2015m3,.52668113
Haute-Normandie,2015m4,-.031600043
Haute-Normandie,2015m5,-.2189528
Haute-Normandie,2015m6,.053151239
Haute-Normandie,2015m7,-.51449698
Haute-Normandie,2015m8,-.71207839
Haute-Normandie,2015m9,.82422274
Haute-Normandie,2015m10,.36457008
Haute-Normandie,2015m11,.074708074
Haute-Normandie,2015m12,-.93408448
Haute-Normandie,2016m1,.56398392
Haute-Normandie,2016m2,.58018672
Haute-Normandie,2016m3,.48194718
Haute-Normandie,2016m4,-.013169823
Haute-Normandie,2016m5,.039829612
Haute-Normandie,2016m6,-.37320155
Haute-Normandie,2016m7,-.92655551
Haute-Normandie,2016m8,-1.2053757
Haute-Normandie,2016m9,.68240613
Haute-Normandie,2016m10,.21266149
Haute-Normandie,2016m11,-.024617169
Haute-Normandie,2016m12,-.59119457
Haute-Normandie,2017m1,.63042957
Haute-Normandie,2017m2,.57304662
Haute-Normandie,2017m3,.69617736
