date,cat_education
2011m1,.9808595
2011m2,.913238
2011m3,.9260588
2011m4,.803367
2011m5,.3545989
2011m6,-.0471288
2011m7,-.0075284
2011m8,.5085314
2011m9,1.039787
2011m10,1.005058
2011m11,.7257024
2011m12,.5836989
2012m1,.7222604
2012m2,.7605598
2012m3,.6451257
2012m4,.4470083
2012m5,-.0617352
2012m6,-.3822153
2012m7,-.1931566
2012m8,.5092769
2012m9,1.172288
2012m10,1.221338
2012m11,.8090521
2012m12,.3772871
2013m1,.4720831
2013m2,.5763446
2013m3,.3333973
2013m4,-.105535
2013m5,-.7453935
2013m6,-1.274853
2013m7,-1.291644
2013m8,-.876407
2013m9,-.4465614
2013m10,-.4200186
2013m11,-.6506302
2013m12,-.764518
2014m1,-.5945036
2014m2,-.4767813
2014m3,-.5387052
2014m4,-.611171
2014m5,-.8401084
2014m6,-1.013036
2014m7,-.8685631
2014m8,-.4600552
2014m9,-.3778878
2014m10,-.619974
2014m11,-.9179182
2014m12,-1.079342
2015m1,-.9718091
2015m2,-.9162003
2015m3,-1.010208
2015m4,-1.163898
2015m5,-1.425421
2015m6,-1.354696
2015m7,-.6098275
2015m8,.5052921
2015m9,1.226357
2015m10,1.129425
2015m11,.7200404
2015m12,.4427931
2016m1,.5905213
2016m2,.7701232
2016m3,.8298032
2016m4,1.016155
