family_stress_f
-.8915722
-1.215464
.9470455
-.2182402
1.452767
-.6366824
1.35935
-.5837512
-.0527522
-.1486123
.2784417
-.1145637
-1.352028
-1.380481
.5916033
.6337187
1.393219
.8407
.5353312
2.452542
-.6547577
-.2621676
-.502234
-.4050078
-.0056946
-.0909656
-.1067635
1.206717
-.7281594
.0094806
.2209019
2.063073
.1227037
-.7821434
-.4043967
.6075499
-.4482361
-.2878287
-.8510541
.4930801
-.93608
.0348285
1.064617
.1640487
-.0435511
.2895597
-1.595698
-.7072281
-1.181075
-1.464723
-2.150455
-1.001749
1.051141
.8237793
2.59417
.9970966
-1.023348
