date,cat_family
2008m1,-1.663137
2008m2,-1.897364
2008m3,-2.00184
2008m4,-2.082449
2008m5,-2.224413
2008m6,-2.324334
2008m7,-2.229007
2008m8,-1.907247
2008m9,-1.536107
2008m10,-1.180421
2008m11,-1.048512
2008m12,-1.08737
2009m1,-1.221667
2009m2,-1.235175
2009m3,-1.18126
2009m4,-1.210349
2009m5,-1.37776
2009m6,-1.512255
2009m7,-1.654392
2009m8,-1.457219
2009m9,-.7130317
2009m10,.3023112
2009m11,.9125876
2009m12,1.028721
2010m1,.9438191
2010m2,.9088376
2010m3,.9930391
2010m4,.8948443
2010m5,.7308095
2010m6,.3861668
2010m7,.2025182
2010m8,.3746136
2010m9,.7366112
2010m10,.7015884
2010m11,.7534781
2010m12,.5084078
2011m1,.1969624
2011m2,.0690973
2011m3,.138655
2011m4,.2135716
2011m5,.1223927
2011m6,.0521156
2011m7,.0299774
2011m8,.2520296
2011m9,.6508892
2011m10,1.012554
2011m11,1.173485
2011m12,.9119526
2012m1,.5605488
2012m2,.3506963
2012m3,.2476335
2012m4,.227754
2012m5,.1043779
2012m6,-.2171119
2012m7,-.3940424
2012m8,-.1979173
2012m9,.2186847
2012m10,.5568105
2012m11,.8340197
2012m12,.8577615
2013m1,.6891116
2013m2,.5081441
2013m3,.4031669
2013m4,.0979585
2013m5,-.2024946
2013m6,-.3630451
2013m7,-.3459997
2013m8,-.015004
2013m9,.3995234
2013m10,.6596261
2013m11,.7606713
2013m12,.6529953
2014m1,.3897094
2014m2,.1876377
2014m3,.044967
2014m4,-.1687915
2014m5,-.4611099
2014m6,-.5423781
2014m7,-.424186
2014m8,-.1075273
2014m9,.3443977
2014m10,.7215723
2014m11,.9560972
2014m12,.7666501
2015m1,.4587378
2015m2,.381997
2015m3,.5013694
2015m4,.4769517
2015m5,.2149278
2015m6,.0900251
2015m7,.0252048
2015m8,.1868756
2015m9,.4996547
2015m10,.8102157
2015m11,.8962755
2015m12,.8364633
2016m1,.7912185
2016m2,.8668965
2016m3,1.091878
2016m4,1.313678
