fin_security_f
1.616999
-.2815821
-.9109117
.7350565
-.2732145
1.359831
2.176332
1.620256
-.5146458
.0409306
-.8324947
1.208231
.7511809
-.2733877
-.9212277
-1.033046
-1.081258
.994007
-.0606416
-.2802487
-2.352082
-1.87984
.1659333
.241511
.4041702
-.431868
-.8953971
-.5324848
-.386676
.8159057
1.187019
.6100051
-2.156629
-.4549067
-.2503556
1.157668
1.184549
-.0577419
-.0343722
-.7143479
-.780234
.5809395
1.291886
.2472802
-1.199429
-.6700056
-.2730502
.8340499
.6309818
-.8935384
-.2175395
-.8506829
-.7594674
.2330049
2.053211
1.035955
-.9235866
