date,swb_sadness
2011m1,-.0243225
2011m2,-.2537631
2011m3,-.525591
2011m4,-.733413
2011m5,-.7175953
2011m6,-.683892
2011m7,-.4358586
2011m8,-.113962
2011m9,-.0525264
2011m10,-.2688116
2011m11,-.3433837
2011m12,-.3785132
2012m1,-.4430528
2012m2,-.5925545
2012m3,-.6733058
2012m4,-.8691538
2012m5,-1.024997
2012m6,-1.039695
2012m7,-.8229421
2012m8,-.587421
2012m9,-.4547312
2012m10,-.2825793
2012m11,-.0729872
2012m12,.3558938
2013m1,.3704905
2013m2,-.0045151
2013m3,-.4307383
2013m4,-.6452718
2013m5,-.6798489
2013m6,-.6737054
2013m7,-.489818
2013m8,-.184814
2013m9,-.1088797
2013m10,-.2987322
2013m11,-.3264315
2013m12,-.1162192
2014m1,.0048755
2014m2,-.0542922
2014m3,-.2878291
2014m4,-.5832173
2014m5,-.6924338
2014m6,-.5932525
2014m7,-.3628313
2014m8,-.1644051
2014m9,-.2279815
2014m10,-.504265
2014m11,-.5904182
2014m12,-.5354168
2015m1,-.6290032
2015m2,-.8632852
2015m3,-1.197232
2015m4,-1.335231
2015m5,-1.256597
2015m6,-1.238213
2015m7,-1.225824
2015m8,-1.103907
2015m9,-.7543748
2015m10,-.0176188
2015m11,1.076509
2015m12,2.084048
2016m1,2.603581
2016m2,2.783981
2016m3,2.664605
2016m4,2.520215
