date,swb_laugh
2011m1,-.8519753
2011m2,-1.143079
2011m3,-1.160037
2011m4,-.8186893
2011m5,-.3620679
2011m6,.0704183
2011m7,.202806
2011m8,.1239417
2011m9,.4885952
2011m10,.874521
2011m11,1.130714
2011m12,.8865976
2012m1,.3049174
2012m2,.1045455
2012m3,.2892952
2012m4,.7609535
2012m5,1.300441
2012m6,1.586012
2012m7,1.688067
2012m8,1.036749
2012m9,.452282
2012m10,.0367038
2012m11,-.2615353
2012m12,-.1926429
2013m1,-.1777176
2013m2,.4577608
2013m3,1.190141
2013m4,1.574353
2013m5,1.610466
2013m6,1.660529
2013m7,1.34629
2013m8,.6755059
2013m9,.4823838
2013m10,.5862232
2013m11,.7399256
2013m12,.6105499
2014m1,.1330969
2014m2,.2551826
2014m3,.600713
2014m4,.8613905
2014m5,1.063809
2014m6,1.139084
2014m7,.8610526
2014m8,.2369281
2014m9,-.1774581
2014m10,-.2632527
2014m11,.0746692
2014m12,.1932962
2015m1,.1074111
2015m2,.2883882
2015m3,.3539777
2015m4,.2156581
2015m5,.2433453
2015m6,.3974343
2015m7,.2613524
2015m8,-.2363574
2015m9,-.1668528
2015m10,.0492906
2015m11,.2410136
2015m12,.1650909
2016m1,-.0608754
2016m2,.3482062
2016m3,.7901778
2016m4,1.426958
