date,swb_job_satisfaction
2011m1,-.4166628
2011m2,-.9413866
2011m3,-.9200767
2011m4,-.7991402
2011m5,-.4600783
2011m6,-.0825779
2011m7,.2436363
2011m8,.3556185
2011m9,-.1383999
2011m10,-.3223799
2011m11,-.2582147
2011m12,-.0153489
2012m1,.0438906
2012m2,-.0885379
2012m3,-.747888
2012m4,-1.422882
2012m5,-1.551409
2012m6,-1.372035
2012m7,-.999949
2012m8,-.4746808
2012m9,.070266
2012m10,.4247224
2012m11,.5949777
2012m12,.0460614
2013m1,-.6278592
2013m2,-1.393403
2013m3,-1.967234
2013m4,-2.332167
2013m5,-2.207029
2013m6,-1.278698
2013m7,-.1055761
2013m8,.684281
2013m9,.6849604
2013m10,.4797558
2013m11,.3566968
2013m12,.2708513
2014m1,.0952158
2014m2,-.1389461
2014m3,-.3167026
2014m4,-.5839031
2014m5,-.9716182
2014m6,-.8940607
2014m7,-.8140211
2014m8,-.8279342
2014m9,-.737045
2014m10,-.871787
2014m11,-.8787864
2014m12,-.9419825
2015m1,-1.122747
2015m2,-1.333719
2015m3,-1.417562
2015m4,-1.327488
2015m5,-1.275408
2015m6,-.8745653
2015m7,-.9345515
2015m8,-1.10641
2015m9,-1.224916
2015m10,-1.26141
2015m11,-1.477719
2015m12,-1.543008
2016m1,-1.565991
2016m2,-1.68609
2016m3,-1.780119
2016m4,-2.013038
