date,cat_personal_security
2011m1,-.1015483
2011m2,.1734511
2011m3,.1904783
2011m4,-.0123631
2011m5,-.356059
2011m6,-.6231706
2011m7,-.6695619
2011m8,-.5279922
2011m9,-.2659125
2011m10,-.1407305
2011m11,-.1388906
2011m12,-.2128128
2012m1,-.2968965
2012m2,-.2516119
2012m3,-.2765
2012m4,-.3409516
2012m5,-.3844334
2012m6,-.3389762
2012m7,-.2088271
2012m8,-.3945459
2012m9,-.4336511
2012m10,-.0585062
2012m11,.8128115
2012m12,1.933352
2013m1,1.957253
2013m2,1.491887
2013m3,1.360112
2013m4,1.38403
2013m5,.6199251
2013m6,-.0352993
2013m7,-.3390772
2013m8,-.5087079
2013m9,-.5588555
2013m10,-.5190671
2013m11,-.4602359
2013m12,-.4580821
2014m1,-.5805053
2014m2,-.5970182
2014m3,-.5542842
2014m4,-.5764185
2014m5,-.6642478
2014m6,-.6401593
2014m7,-.5530092
2014m8,-.4183892
2014m9,-.0741411
2014m10,.1677186
2014m11,.1246195
2014m12,-.0650806
2015m1,-.2141366
2015m2,-.3730279
2015m3,-.3494904
2015m4,-.4613754
2015m5,-.6749671
2015m6,-.6123238
2015m7,-.6092253
2015m8,-.5305399
2015m9,-.05596
2015m10,.8453659
2015m11,1.824222
2015m12,1.696169
2016m1,1.051718
2016m2,.5755073
2016m3,.5788891
2016m4,.7300571
