date,swb_laugh
2011m1,-.9599257
2011m2,-.2327303
2011m3,.0994164
2011m4,.2403565
2011m5,.5963063
2011m6,.7505694
2011m7,.413876
2011m8,.2099311
2011m9,.4641291
2011m10,.6091277
2011m11,.617083
2011m12,.8231172
2012m1,.7751204
2012m2,.4949166
2012m3,.0764273
2012m4,.0820834
2012m5,.843167
2012m6,1.47902
2012m7,1.341852
2012m8,.9220152
2012m9,.6766492
2012m10,.1607779
2012m11,-.4933124
2012m12,-.784324
2013m1,-.7976453
2013m2,-.4114211
2013m3,-.1800923
2013m4,-.1553721
2013m5,.2907815
2013m6,.7919559
2013m7,.8923104
2013m8,.704143
2013m9,.5863966
2013m10,.6909314
2013m11,.8610216
2013m12,.7865987
2014m1,.3012725
2014m2,.2079175
2014m3,.4027701
2014m4,.6954024
2014m5,.8406647
2014m6,.8949789
2014m7,.5347915
2014m8,-.1210879
2014m9,-.252857
2014m10,-.1713224
2014m11,.087937
2014m12,.2231015
2015m1,-.0844036
2015m2,-.362994
2015m3,-.516228
2015m4,-.5822069
2015m5,-.2037576
2015m6,.0901405
2015m7,-.3731391
2015m8,-.8508658
2015m9,-.3878746
2015m10,.2407759
2015m11,.5718805
2015m12,.7456961
2016m1,.4066834
2016m2,.4492949
2016m3,.9015654
2016m4,1.92825
