date,cat_family
2008m1,-1.728956
2008m2,-1.778677
2008m3,-1.850411
2008m4,-1.898997
2008m5,-2.045783
2008m6,-2.038124
2008m7,-1.719354
2008m8,-1.228012
2008m9,-.7863591
2008m10,-.4700665
2008m11,-.5060849
2008m12,-.6310411
2009m1,-.8107437
2009m2,-1.050801
2009m3,-1.172066
2009m4,-1.246657
2009m5,-1.297957
2009m6,-1.202596
2009m7,-.7639337
2009m8,-.2152321
2009m9,.520191
2009m10,1.338422
2009m11,1.664259
2009m12,1.660153
2010m1,1.660862
2010m2,1.511993
2010m3,1.502927
2010m4,1.498353
2010m5,1.490856
2010m6,1.196994
2010m7,.9917287
2010m8,1.201398
2010m9,1.500184
2010m10,1.620177
2010m11,1.29956
2010m12,.7335932
2011m1,.2966579
2011m2,.101889
2011m3,.1495705
2011m4,.1447846
2011m5,.0142326
2011m6,-.040337
2011m7,.1983066
2011m8,.7287116
2011m9,1.14693
2011m10,1.330283
2011m11,1.068956
2011m12,.589052
2012m1,.2178956
2012m2,-.050196
2012m3,-.2359868
2012m4,-.315302
2012m5,-.2629923
2012m6,-.0819725
2012m7,.2801289
2012m8,.6474743
2012m9,1.058275
2012m10,1.107783
2012m11,.7115039
2012m12,.2635524
2013m1,.025104
2013m2,-.1228644
2013m3,-.1847566
2013m4,-.2857803
2013m5,-.4575313
2013m6,-.6684227
2013m7,-.7757148
2013m8,-.522208
2013m9,-.2381852
2013m10,-.3530501
2013m11,-.5764464
2013m12,-.6587219
2014m1,-.7160606
2014m2,-.8114988
2014m3,-.9003305
2014m4,-.9305155
2014m5,-.8708531
2014m6,-.6684517
2014m7,-.256852
2014m8,.174502
2014m9,.5222312
2014m10,.6742569
2014m11,.5922013
2014m12,.3780488
2015m1,.1396769
2015m2,-.0933923
2015m3,-.1476311
2015m4,-.2111535
2015m5,-.2934075
2015m6,-.1686652
2015m7,.0480454
2015m8,.3765754
2015m9,.5726714
2015m10,.6120318
2015m11,.5008088
2015m12,.2996409
2016m1,.0468095
2016m2,-.175996
2016m3,-.1174437
2016m4,.2243298
