region,date,leisure
Midi-Pyrenees,2013m1,-.6127298951148987
Midi-Pyrenees,2013m2,-.0459745451807976
Midi-Pyrenees,2013m3,-.6076752573251725
Midi-Pyrenees,2013m4,-.0420639101415873
Midi-Pyrenees,2013m5,-.1464291900396347
Midi-Pyrenees,2013m6,-.4831475138664246
Midi-Pyrenees,2013m7,.0344068846665323
Midi-Pyrenees,2013m8,.746900475025177
Midi-Pyrenees,2013m9,.3068338628858328
Midi-Pyrenees,2013m10,.1861467242240906
Midi-Pyrenees,2013m11,-.427666038274765
Midi-Pyrenees,2013m12,-.6296291932463646
Midi-Pyrenees,2014m1,-.2960561454296112
Midi-Pyrenees,2014m2,.0110332451760769
Midi-Pyrenees,2014m3,.031197270937264
Midi-Pyrenees,2014m4,.0389770820736885
Midi-Pyrenees,2014m5,.0727194488048553
Midi-Pyrenees,2014m6,.2670218288898468
Midi-Pyrenees,2014m7,.700946320593357
Midi-Pyrenees,2014m8,1.044447322189808
Midi-Pyrenees,2014m9,-.1561527699232101
Midi-Pyrenees,2014m10,-.1311680346727371
Midi-Pyrenees,2014m11,-.4621159330010414
Midi-Pyrenees,2014m12,-.1729525834321976
Midi-Pyrenees,2015m1,-.4975533932447433
Midi-Pyrenees,2015m2,.1687972139567137
Midi-Pyrenees,2015m3,.3028873652219772
Midi-Pyrenees,2015m4,.4072880119085312
Midi-Pyrenees,2015m5,-.0614842891693115
Midi-Pyrenees,2015m6,-.1891197800636291
Midi-Pyrenees,2015m7,.3936072405427694
Midi-Pyrenees,2015m8,1.97942441701889
Midi-Pyrenees,2015m9,.2555963516235352
Midi-Pyrenees,2015m10,.0791302591562271
Midi-Pyrenees,2015m11,-.2368728876113892
Midi-Pyrenees,2015m12,-.043100181221962
Midi-Pyrenees,2016m1,.280195426940918
Midi-Pyrenees,2016m2,.6693579673767089
Midi-Pyrenees,2016m3,.1706182479858399
Midi-Pyrenees,2016m4,.3936785221099853
Midi-Pyrenees,2016m5,.2493814826011658
Midi-Pyrenees,2016m6,
