date,cat_financial_security
2011m1,1.925427
2011m2,1.204135
2011m3,.6085675
2011m4,.2445584
2011m5,-.0072338
2011m6,.1909893
2011m7,.6844131
2011m8,.8933747
2011m9,.5285296
2011m10,.0286435
2011m11,-.2863803
2011m12,-.2524925
2012m1,.1763794
2012m2,.472384
2012m3,.3547215
2012m4,-.0101814
2012m5,-.4549173
2012m6,-.8614398
2012m7,-1.15113
2012m8,-1.139223
2012m9,-.8121901
2012m10,-.4186676
2012m11,-.1265896
2012m12,.2649473
2013m1,.7628126
2013m2,.9272546
2013m3,.7203971
2013m4,.3279352
2013m5,-.1749374
2013m6,-.4141737
2013m7,-.4455093
2013m8,-.3727824
2013m9,-.1893678
2013m10,-.0816563
2013m11,-.3233711
2013m12,-.2634607
2014m1,-.0261613
2014m2,.2549706
2014m3,.4790474
2014m4,.536294
2014m5,.3570045
2014m6,.1192593
2014m7,-.4740206
2014m8,-1.479028
2014m9,-2.089835
2014m10,-2.153103
2014m11,-1.875912
2014m12,-1.34916
2015m1,-.7689774
2015m2,-.4765804
2015m3,-.5103079
2015m4,-.5307468
2015m5,-.5413322
2015m6,-.0120672
2015m7,.5458195
2015m8,.5035827
2015m9,.4690235
2015m10,.4814146
2015m11,.3853728
2015m12,.5965029
2016m1,1.086907
2016m2,1.212513
2016m3,1.34624
2016m4,1.383513
