date,cat_summer_leisure
2011m1,-.6271291
2011m2,.0493496
2011m3,.806434
2011m4,1.369064
2011m5,1.706567
2011m6,1.707695
2011m7,1.292501
2011m8,.5006458
2011m9,-.2068829
2011m10,-.6345204
2011m11,-.9142064
2011m12,-.9895068
2012m1,-.7860119
2012m2,-.3704771
2012m3,.3287218
2012m4,1.059018
2012m5,1.489109
2012m6,1.438304
2012m7,.9154246
2012m8,.2199245
2012m9,-.3667174
2012m10,-.819504
2012m11,-1.123341
2012m12,-1.197098
2013m1,-.9958143
2013m2,-.5169724
2013m3,.1361465
2013m4,.7234071
2013m5,1.122175
2013m6,1.170513
2013m7,.7168519
2013m8,.0736483
2013m9,-.4792988
2013m10,-.9003732
2013m11,-1.181022
2013m12,-1.308077
2014m1,-1.15513
2014m2,-.7879825
2014m3,-.2272367
2014m4,.4612341
2014m5,1.045792
2014m6,1.167041
2014m7,.7830244
2014m8,.1516918
2014m9,-.4632711
2014m10,-.9190342
2014m11,-1.221814
2014m12,-1.254974
2015m1,-.9942687
2015m2,-.5236436
2015m3,.1041957
2015m4,.6634055
2015m5,1.095751
2015m6,1.193904
2015m7,.8443703
2015m8,.2555923
2015m9,-.299221
2015m10,-.7526822
2015m11,-1.091166
2015m12,-1.214653
2016m1,-1.031583
2016m2,-.5034598
2016m3,.2069546
2016m4,1.058615
