date,cat_financial_security
2011m1,.3810849
2011m2,.2146634
2011m3,.0259287
2011m4,-.2205554
2011m5,-.5641968
2011m6,-.6300009
2011m7,-.491087
2011m8,-.542264
2011m9,-.8085051
2011m10,-1.11711
2011m11,-1.361752
2011m12,-1.28244
2012m1,-.8463386
2012m2,-.5626364
2012m3,-.5488017
2012m4,-.7431062
2012m5,-.9924145
2012m6,-1.095307
2012m7,-1.07307
2012m8,-1.052231
2012m9,-1.179351
2012m10,-1.295736
2012m11,-1.247961
2012m12,-.8173484
2013m1,-.1900972
2013m2,-.1494521
2013m3,-.2065748
2013m4,-.3593415
2013m5,-.5211887
2013m6,-.5295595
2013m7,-.4386038
2013m8,-.4306335
2013m9,-.4154524
2013m10,-.387959
2013m11,-.4918061
2013m12,-.3068381
2014m1,.2108788
2014m2,.4362305
2014m3,.4943945
2014m4,.3990857
2014m5,.256269
2014m6,.3153871
2014m7,.4011176
2014m8,.3003141
2014m9,.1186211
2014m10,.0026774
2014m11,-.0186926
2014m12,.1978112
2015m1,.6488179
2015m2,1.159039
2015m3,1.640164
2015m4,1.53388
2015m5,1.241279
2015m6,1.216773
2015m7,1.192239
2015m8,.9827376
2015m9,.6611453
2015m10,.4706527
2015m11,.378972
2015m12,.6329727
2016m1,1.152016
2016m2,1.59302
2016m3,2.086562
2016m4,2.573679
