date,cat_layoffs
2008m1,-1.56789
2008m2,-1.634922
2008m3,-1.699172
2008m4,-1.750628
2008m5,-1.759709
2008m6,-1.642399
2008m7,-1.444849
2008m8,-1.160241
2008m9,-.4223922
2008m10,.4683613
2008m11,1.468572
2008m12,2.176026
2009m1,2.647428
2009m2,2.569998
2009m3,1.978224
2009m4,1.332294
2009m5,.9768314
2009m6,.8979468
2009m7,1.22056
2009m8,1.543201
2009m9,1.780879
2009m10,1.777591
2009m11,1.685049
2009m12,1.188005
2010m1,1.037068
2010m2,1.013865
2010m3,1.115523
2010m4,1.005457
2010m5,.6809532
2010m6,.5558143
2010m7,.2960867
2010m8,-.0945714
2010m9,-.3046227
2010m10,-.2433073
2010m11,-.0348258
2010m12,.1323533
2011m1,.2593439
2011m2,.3605766
2011m3,.4195128
2011m4,.2684875
2011m5,-.00568
2011m6,-.158822
2011m7,-.2605606
2011m8,-.2787428
2011m9,-.1600798
2011m10,-.0060408
2011m11,-.0260706
2011m12,-.0005093
2012m1,.0215488
2012m2,.0520944
2012m3,-.0157178
2012m4,-.100664
2012m5,-.1919851
2012m6,-.1641852
2012m7,-.0672004
2012m8,.0250313
2012m9,.1905251
2012m10,.3278475
2012m11,.1834734
2012m12,.0258449
2013m1,.0413226
2013m2,.0283036
2013m3,.0119792
2013m4,.0522636
2013m5,.0015373
2013m6,-.2270853
2013m7,-.4314341
2013m8,-.4550176
2013m9,-.3408505
2013m10,-.3011032
2013m11,-.2661274
2013m12,.0521427
2014m1,.552515
2014m2,.5305884
2014m3,.251004
2014m4,-.0814401
2014m5,-.4371185
2014m6,-.5965124
2014m7,-.7115809
2014m8,-.8360415
2014m9,-.8929478
2014m10,-.7490201
2014m11,-.6929536
2014m12,-.6170247
2015m1,-.3406602
2015m2,-.1898389
2015m3,-.3134308
2015m4,-.5945637
2015m5,-.880944
2015m6,-1.063423
2015m7,-1.075913
2015m8,-1.047765
2015m9,-.8689263
2015m10,-.7387142
2015m11,-.662449
2015m12,-.5891709
2016m1,-.4457267
2016m2,-.4265622
2016m3,-.510191
2016m4,-.6237076
