date,swb_job_satisfaction
2008m1,.0208843
2008m2,-.3260249
2008m3,-.555098
2008m4,-.620482
2008m5,-.377675
2008m6,-.1118454
2008m7,-.0234678
2008m8,-.2480997
2008m9,-.3696955
2008m10,-.2800061
2008m11,.1884602
2008m12,1.009989
2009m1,1.783559
2009m2,2.170662
2009m3,1.580968
2009m4,.6281446
2009m5,-.1729581
2009m6,-.5725811
2009m7,-.2757319
2009m8,.2852798
2009m9,.9329811
2009m10,1.537997
2009m11,2.120383
2009m12,2.022733
2010m1,1.787211
2010m2,1.393601
2010m3,1.53285
2010m4,1.588932
2010m5,1.416568
2010m6,1.129439
2010m7,.8818456
2010m8,.6895288
2010m9,.6716072
2010m10,.6323041
2010m11,.5586234
2010m12,.469779
2011m1,.2577083
2011m2,-.1446047
2011m3,-.3106593
2011m4,.0221353
2011m5,.1364288
2011m6,.171031
2011m7,.2596127
2011m8,.2304168
2011m9,.3819373
2011m10,.3110895
2011m11,.1448103
2011m12,-.0251711
2012m1,-.1547068
2012m2,-.1301598
2012m3,-.1001075
2012m4,-.1802593
2012m5,-.2160461
2012m6,-.105999
2012m7,.0045482
2012m8,.0639149
2012m9,.2275848
2012m10,.3974452
2012m11,.3685507
2012m12,.0342632
2013m1,-.269437
2013m2,-.5355166
2013m3,-.6655182
2013m4,-.60531
2013m5,-.6898678
2013m6,-.6679882
2013m7,-.8572653
2013m8,-.9141707
2013m9,-.7472494
2013m10,-.6161272
2013m11,-.711488
2013m12,-.7144261
2014m1,-.6579711
2014m2,-.5495718
2014m3,-.6924927
2014m4,-.8388917
2014m5,-1.065893
2014m6,-1.163414
2014m7,-1.116367
2014m8,-1.02358
2014m9,-.9206139
2014m10,-.9651076
2014m11,-.8667774
2014m12,-.7781368
2015m1,-.6844169
2015m2,-.8525689
2015m3,-.9798285
2015m4,-1.057182
2015m5,-1.072511
2015m6,-.9337654
2015m7,-.9148796
2015m8,-1.124559
2015m9,-1.257156
2015m10,-1.07083
2015m11,-.8536429
2015m12,-.8700603
2016m1,-1.041245
2016m2,-1.204939
2016m3,-1.057512
2016m4,-.6851743
