date,swb_anger
2008m1,-.8166882
2008m2,-.7168437
2008m3,-.1573831
2008m4,.4824744
2008m5,1.139461
2008m6,1.681174
2008m7,1.584395
2008m8,1.052602
2008m9,.6543766
2008m10,.4731463
2008m11,.0763226
2008m12,-.180548
2009m1,.1020313
2009m2,.4951662
2009m3,.6470229
2009m4,.7527278
2009m5,1.065435
2009m6,1.290099
2009m7,1.226527
2009m8,1.030462
2009m9,.7328285
2009m10,.8066881
2009m11,.9366353
2009m12,.7256739
2010m1,.1749359
2010m2,-.1272844
2010m3,-.0617101
2010m4,.3351029
2010m5,1.192387
2010m6,2.012672
2010m7,2.1085
2010m8,2.043193
2010m9,1.872421
2010m10,1.782361
2010m11,1.236888
2010m12,.4366133
2011m1,-.4013228
2011m2,-.5847267
2011m3,-.4628358
2011m4,-.4954114
2011m5,-.5924361
2011m6,-.2415695
2011m7,.4084056
2011m8,.6867989
2011m9,.6115881
2011m10,.5867436
2011m11,.2369916
2011m12,-.295253
2012m1,-.5721415
2012m2,-.7730031
2012m3,-.7892805
2012m4,-.5773824
2012m5,-.3410616
2012m6,-.0922693
2012m7,.192976
2012m8,.4715385
2012m9,.6713269
2012m10,.6789402
2012m11,.280228
2012m12,.0514303
2013m1,-.151092
2013m2,-.3008943
2013m3,-.3722014
2013m4,-.6785433
2013m5,-.7406393
2013m6,-.4650695
2013m7,-.0765641
2013m8,.3171572
2013m9,.5434763
2013m10,.6791123
2013m11,.4233479
2013m12,.2326492
2014m1,-.029797
2014m2,-.0446805
2014m3,.2632531
2014m4,.5550386
2014m5,.6787475
2014m6,1.209425
2014m7,1.533596
2014m8,1.693557
2014m9,1.358202
2014m10,1.074384
2014m11,.7245808
2014m12,.4539263
2015m1,.4414901
2015m2,.6641478
2015m3,.800096
2015m4,.7557034
2015m5,.7894564
2015m6,1.071126
2015m7,1.538565
2015m8,1.877721
2015m9,1.939522
2015m10,1.73476
2015m11,1.507636
2015m12,1.449353
2016m1,1.361137
2016m2,1.52988
2016m3,1.948089
2016m4,2.412341
