date,cat_layoffs
2008m1,-.9267347
2008m2,-1.075739
2008m3,-1.205898
2008m4,-1.28747
2008m5,-1.279444
2008m6,-1.182567
2008m7,-1.220728
2008m8,-1.076521
2008m9,-.5660274
2008m10,.1100116
2008m11,.9576549
2008m12,1.57482
2009m1,2.22658
2009m2,2.484234
2009m3,2.127548
2009m4,1.726106
2009m5,1.299062
2009m6,1.003628
2009m7,1.028452
2009m8,1.204979
2009m9,1.437036
2009m10,1.693436
2009m11,1.711524
2009m12,1.354105
2010m1,1.003684
2010m2,1.030002
2010m3,1.230852
2010m4,1.222905
2010m5,1.078058
2010m6,.9607416
2010m7,.8138544
2010m8,.4128454
2010m9,.0439362
2010m10,.0127107
2010m11,.2891603
2010m12,.5935138
2011m1,.687214
2011m2,.7473475
2011m3,.6273485
2011m4,.3121748
2011m5,.023974
2011m6,-.0085602
2011m7,-.1009551
2011m8,-.0936014
2011m9,-.020589
2011m10,-.0955809
2011m11,-.1871667
2011m12,-.1748924
2012m1,-.1628959
2012m2,-.2323106
2012m3,-.4177448
2012m4,-.5746859
2012m5,-.6304739
2012m6,-.731181
2012m7,-.7263407
2012m8,-.6947221
2012m9,-.4916626
2012m10,-.1359954
2012m11,.1826688
2012m12,.3968998
2013m1,.4247711
2013m2,.1390878
2013m3,-.1222798
2013m4,-.3487975
2013m5,-.2323206
2013m6,.088702
2013m7,.5459026
2013m8,.5202119
2013m9,.4014211
2013m10,.2292801
2013m11,-.0096638
2013m12,.1391161
2014m1,.2785144
2014m2,.0776449
2014m3,-.1226416
2014m4,-.0808254
2014m5,.1403615
2014m6,.0309966
2014m7,-.3088968
2014m8,-.6529879
2014m9,-.7894207
2014m10,-.8308474
2014m11,-.8569753
2014m12,-.8945029
2015m1,-.9238585
2015m2,-.9331736
2015m3,-.963886
2015m4,-1.042702
2015m5,-1.160562
2015m6,-1.233778
2015m7,-1.236022
2015m8,-1.202253
2015m9,-1.090754
2015m10,-1.02375
2015m11,-1.000885
2015m12,-1.039141
2016m1,-.9579594
2016m2,-.814453
2016m3,-.7607141
2016m4,-.6905363
