date,swb_laugh
2011m1,-1.379024
2011m2,-.7736579
2011m3,-.54066
2011m4,-.5833089
2011m5,-.37841
2011m6,-.5285614
2011m7,-.804307
2011m8,-.7329103
2011m9,-.3056834
2011m10,.1211515
2011m11,.3077632
2011m12,.4361105
2012m1,-.2258462
2012m2,-.5823441
2012m3,-.1513719
2012m4,.0714614
2012m5,.0744209
2012m6,.2048626
2012m7,.23314
2012m8,.2794946
2012m9,-.0139588
2012m10,-.2759763
2012m11,-.485015
2012m12,-.688764
2013m1,-.7503294
2013m2,-.5421057
2013m3,-.3784614
2013m4,-.3392388
2013m5,-.0894622
2013m6,.1698108
2013m7,.1443841
2013m8,-.2924375
2013m9,-.1567157
2013m10,.3697542
2013m11,.8988121
2013m12,.7690492
2014m1,.1554808
2014m2,-.0706319
2014m3,.2796506
2014m4,.5372952
2014m5,.6350952
2014m6,.5215588
2014m7,.0471914
2014m8,-.7834893
2014m9,-1.429997
2014m10,-.9614958
2014m11,-.3603678
2014m12,-.1525933
2015m1,-.1449138
2015m2,-.2352898
2015m3,.1241853
2015m4,.545142
2015m5,.6001846
2015m6,.4963347
2015m7,.5608807
2015m8,.1103451
2015m9,-.3315985
2015m10,.010219
2015m11,.4235529
2015m12,.5820944
2016m1,.2864299
2016m2,.0328364
2016m3,-.2746292
2016m4,-.2366317
