date,cat_civic_engagement
2008m1,-.0579469
2008m2,-.0998638
2008m3,-.1930251
2008m4,-.3097487
2008m5,-.6413853
2008m6,-1.017023
2008m7,-1.003347
2008m8,-.6533732
2008m9,.0074698
2008m10,.4019726
2008m11,.4474376
2008m12,.2663535
2009m1,.254115
2009m2,.3367473
2009m3,.2026189
2009m4,-.1448981
2009m5,-.5141321
2009m6,-.829286
2009m7,-.8318105
2009m8,-.2972586
2009m9,.8465255
2009m10,1.90376
2009m11,2.305072
2009m12,1.919469
2010m1,1.687815
2010m2,1.903212
2010m3,2.039532
2010m4,1.820966
2010m5,1.233884
2010m6,.5029554
2010m7,.2005293
2010m8,.4852916
2010m9,1.287578
2010m10,1.648212
2010m11,1.330241
2010m12,.722668
2011m1,.3152487
2011m2,.2736467
2011m3,.2225699
2011m4,.0972669
2011m5,-.336119
2011m6,-.8870419
2011m7,-1.009466
2011m8,-.5357497
2011m9,.388519
2011m10,.9439958
2011m11,.9428247
2011m12,.4307596
2012m1,.1031611
2012m2,.0732914
2012m3,.0773436
2012m4,-.0685981
2012m5,-.4225179
2012m6,-.9395317
2012m7,-1.135242
2012m8,-.921075
2012m9,-.4387892
2012m10,-.1739828
2012m11,-.1785238
2012m12,-.2136768
2013m1,-.1188744
2013m2,-.0601814
2013m3,-.1032267
2013m4,-.2245637
2013m5,-.5418029
2013m6,-1.034221
2013m7,-1.239079
2013m8,-.974599
2013m9,-.1934224
2013m10,.3857295
2013m11,.411233
2013m12,.17952
2014m1,.1014672
2014m2,.1213604
2014m3,-.0101473
2014m4,-.2580637
2014m5,-.6677734
2014m6,-1.167769
2014m7,-1.392205
2014m8,-1.265024
2014m9,-.776417
2014m10,-.376452
2014m11,-.3046497
2014m12,-.2606662
2015m1,-.0068499
2015m2,.1138598
2015m3,-.0506685
2015m4,-.2854767
2015m5,-.6980605
2015m6,-1.049213
2015m7,-1.116976
2015m8,-.9112122
2015m9,-.284171
2015m10,.2035519
2015m11,.2258168
2015m12,.0088298
2016m1,.0239131
2016m2,.0535336
2016m3,-.0613199
2016m4,-.1653688
