date,swb_happiness
2008m1,.865633
2008m2,.6800242
2008m3,.3949067
2008m4,.3240969
2008m5,.4400772
2008m6,.4627041
2008m7,-.046893
2008m8,-.9278581
2008m9,-1.242612
2008m10,-1.127642
2008m11,-1.190364
2008m12,-1.565286
2009m1,-2.142142
2009m2,-2.276591
2009m3,-1.908518
2009m4,-1.44885
2009m5,-1.354093
2009m6,-1.37297
2009m7,-1.714359
2009m8,-1.983271
2009m9,-1.816977
2009m10,-1.256169
2009m11,-.8745804
2009m12,-.981302
2010m1,-1.417321
2010m2,-1.497332
2010m3,-1.226361
2010m4,-.8901204
2010m5,-.9194335
2010m6,-1.202693
2010m7,-1.339178
2010m8,-1.605884
2010m9,-1.793698
2010m10,-1.56374
2010m11,-1.216673
2010m12,-1.030066
2011m1,-.814306
2011m2,-.3834683
2011m3,-.1242948
2011m4,.0395298
2011m5,.0515835
2011m6,-.099048
2011m7,-.2407902
2011m8,-.3318772
2011m9,-.1579944
2011m10,.092418
2011m11,.2875816
2011m12,.3478298
2012m1,.3064726
2012m2,.447536
2012m3,.6704146
2012m4,.7658114
2012m5,.6259351
2012m6,.2933724
2012m7,.0056494
2012m8,-.4157496
2012m9,-.6794367
2012m10,-.6784316
2012m11,-.5762779
2012m12,-.3904981
2013m1,-.3842899
2013m2,-.2022384
2013m3,-.0227243
2013m4,.1983805
2013m5,.2583101
2013m6,.1282384
2013m7,-.1517328
2013m8,-.5323718
2013m9,-.7151895
2013m10,-.5295209
2013m11,-.2234088
2013m12,-.1849177
2014m1,-.3835929
2014m2,-.1822671
2014m3,.1464369
2014m4,.336183
2014m5,.3478839
2014m6,.2047788
2014m7,-.0773315
2014m8,-.3138141
2014m9,-.1336865
2014m10,.3286387
2014m11,.5900955
2014m12,.5101247
2015m1,.4293394
2015m2,.6897392
2015m3,.8643236
2015m4,.9974107
2015m5,.915751
2015m6,.5492322
2015m7,.3333972
2015m8,.194699
2015m9,.2301332
2015m10,.2375981
2015m11,.4838946
2015m12,.7391208
2016m1,.5761797
2016m2,.6895053
2016m3,.9916444
2016m4,1.33838
