region,date,crime
Basse-Normandie,2013m1,.10144988
Basse-Normandie,2013m2,-.0099438988
Basse-Normandie,2013m3,-.4672471
Basse-Normandie,2013m4,-.79967523
Basse-Normandie,2013m5,-.92421007
Basse-Normandie,2013m6,-.58951503
Basse-Normandie,2013m7,-1.5590966
Basse-Normandie,2013m8,-1.0030019
Basse-Normandie,2013m9,-.4002721
Basse-Normandie,2013m10,-.3655746
Basse-Normandie,2013m11,-.17664063
Basse-Normandie,2013m12,-.55899489
Basse-Normandie,2014m1,.33138463
Basse-Normandie,2014m2,.069847435
Basse-Normandie,2014m3,-.059976503
Basse-Normandie,2014m4,-.37257388
Basse-Normandie,2014m5,-.44737959
Basse-Normandie,2014m6,-.87944007
Basse-Normandie,2014m7,-.55242574
Basse-Normandie,2014m8,-.98073584
Basse-Normandie,2014m9,-.16283326
Basse-Normandie,2014m10,-.13910636
Basse-Normandie,2014m11,.19203152
Basse-Normandie,2014m12,-.36298719
Basse-Normandie,2015m1,1.1701465
Basse-Normandie,2015m2,.93547845
Basse-Normandie,2015m3,.67844272
Basse-Normandie,2015m4,-.13043186
Basse-Normandie,2015m5,.047927417
Basse-Normandie,2015m6,-.1420889
Basse-Normandie,2015m7,-.21048917
Basse-Normandie,2015m8,-.70938295
Basse-Normandie,2015m9,.34249437
Basse-Normandie,2015m10,.58058548
Basse-Normandie,2015m11,1.5529399
Basse-Normandie,2015m12,-.18335177
Basse-Normandie,2016m1,.81126571
Basse-Normandie,2016m2,.059170987
Basse-Normandie,2016m3,.27065736
Basse-Normandie,2016m4,.029050155
Basse-Normandie,2016m5,.18937163
Basse-Normandie,2016m6,.12729706
Basse-Normandie,2016m7,-.14484304
Basse-Normandie,2016m8,-.46882868
Basse-Normandie,2016m9,.84185076
Basse-Normandie,2016m10,.84454626
Basse-Normandie,2016m11,1.009429
Basse-Normandie,2016m12,.23136781
Basse-Normandie,2017m1,.91507727
Basse-Normandie,2017m2,.82525998
Basse-Normandie,2017m3,1.1180763
