region,date,immigration
Picardie,2013m1,-.53273886
Picardie,2013m2,-.37640953
Picardie,2013m3,-.25314119
Picardie,2013m4,-.14891165
Picardie,2013m5,-.036264963
Picardie,2013m6,-.35600308
Picardie,2013m7,-.90690762
Picardie,2013m8,-.68613696
Picardie,2013m9,.48197514
Picardie,2013m10,.45349109
Picardie,2013m11,-.12648162
Picardie,2013m12,-.34531063
Picardie,2014m1,-.39639279
Picardie,2014m2,-.17498893
Picardie,2014m3,-.03055373
Picardie,2014m4,.0010823943
Picardie,2014m5,-.35384265
Picardie,2014m6,-.60122228
Picardie,2014m7,-.43233663
Picardie,2014m8,-.36268365
Picardie,2014m9,.31908405
Picardie,2014m10,-.55713332
Picardie,2014m11,.39678621
Picardie,2014m12,-.28646249
Picardie,2015m1,-.03222084
Picardie,2015m2,-.44573626
Picardie,2015m3,-.16599883
Picardie,2015m4,.017580975
Picardie,2015m5,-.1786314
Picardie,2015m6,-.17592168
Picardie,2015m7,-.5416373
Picardie,2015m8,.12262042
Picardie,2015m9,2.793149
Picardie,2015m10,.17241439
Picardie,2015m11,.49276927
Picardie,2015m12,-.32298127
Picardie,2016m1,.61607599
Picardie,2016m2,.2616446
Picardie,2016m3,.10158207
Picardie,2016m4,.16475867
Picardie,2016m5,-.15600099
Picardie,2016m6,-.20794764
Picardie,2016m7,-.4766371
Picardie,2016m8,-.39647564
Picardie,2016m9,1.1626356
Picardie,2016m10,.82679731
Picardie,2016m11,.34440818
Picardie,2016m12,.097914718
Picardie,2017m1,.19712003
Picardie,2017m2,.48222157
Picardie,2017m3,.74564898
