date,cat_healthy_habits
2008m1,-.2167369
2008m2,-.5381303
2008m3,-.7483692
2008m4,-.8092202
2008m5,-.7584372
2008m6,-.7264506
2008m7,-.6644174
2008m8,-.7127711
2008m9,-.7953463
2008m10,-.8405479
2008m11,-.7787237
2008m12,-.5898173
2009m1,-.3057762
2009m2,-.2929398
2009m3,-.3526682
2009m4,-.3401283
2009m5,-.1978814
2009m6,-.0415055
2009m7,-.1583824
2009m8,-.1504908
2009m9,.1472683
2009m10,.5699202
2009m11,.9896982
2009m12,1.361295
2010m1,1.872715
2010m2,2.159512
2010m3,2.114865
2010m4,1.918581
2010m5,1.777296
2010m6,1.848827
2010m7,1.777905
2010m8,1.373194
2010m9,.9605101
2010m10,.6818866
2010m11,.7450265
2010m12,.7785591
2011m1,.8271075
2011m2,.6968879
2011m3,.608741
2011m4,.5354679
2011m5,.534641
2011m6,.5507067
2011m7,.3144092
2011m8,-.0053656
2011m9,-.2801079
2011m10,-.3120148
2011m11,-.1270092
2011m12,.1825372
2012m1,.5995551
2012m2,.7518198
2012m3,.7396799
2012m4,.7438158
2012m5,.7982622
2012m6,.8024434
2012m7,.6870353
2012m8,.5083175
2012m9,.2554697
2012m10,-.0549179
2012m11,-.415358
2012m12,-.4995817
2013m1,-.0556354
2013m2,.3935505
2013m3,.5552573
2013m4,.5820683
2013m5,.4200084
2013m6,.2207872
2013m7,-.1218291
2013m8,-.4290704
2013m9,-.5770128
2013m10,-.5993789
2013m11,-.5463621
2013m12,-.4589955
2014m1,-.1688894
2014m2,-.0720223
2014m3,-.0082954
2014m4,-.0273979
2014m5,-.1078846
2014m6,-.2184833
2014m7,-.4179363
2014m8,-.6849189
2014m9,-.85716
2014m10,-.8988476
2014m11,-.7450273
2014m12,-.4791289
2015m1,-.0687245
2015m2,.1684058
2015m3,.2545297
2015m4,.2240879
2015m5,.1542932
2015m6,.1970569
2015m7,.1146963
2015m8,-.0877554
2015m9,-.3753934
2015m10,-.9764922
2015m11,-1.708067
2015m12,-2.2822
2016m1,-2.430724
2016m2,-2.544905
2016m3,-2.465836
2016m4,-2.371228
