date,swb_learn
2011m1,-.4073856
2011m2,.092172
2011m3,.4853897
2011m4,.4009769
2011m5,.2600857
2011m6,.2756534
2011m7,.274712
2011m8,.3340362
2011m9,.2413709
2011m10,.0891408
2011m11,-.280564
2011m12,-.464768
2012m1,-.4168943
2012m2,-.2250177
2012m3,-.0809796
2012m4,.2776403
2012m5,.7399332
2012m6,1.109299
2012m7,1.011688
2012m8,.5861833
2012m9,.2447344
2012m10,-.0911862
2012m11,-.4143014
2012m12,-.7585128
2013m1,-.9270641
2013m2,-1.11067
2013m3,-.8643215
2013m4,-.6224964
2013m5,-.4054757
2013m6,-.4993077
2013m7,-.7657962
2013m8,-.8487563
2013m9,-.9352812
2013m10,-1.212269
2013m11,-1.540543
2013m12,-1.537753
2014m1,-1.186763
2014m2,-.864089
2014m3,-.7023683
2014m4,-.6408515
2014m5,-.7649798
2014m6,-1.041552
2014m7,-1.398382
2014m8,-1.580641
2014m9,-1.674448
2014m10,-1.681234
2014m11,-1.981832
2014m12,-2.003537
2015m1,-1.738042
2015m2,-1.438292
2015m3,-1.22528
2015m4,-1.180153
2015m5,-1.299966
2015m6,-1.424839
2015m7,-1.587587
2015m8,-1.777082
2015m9,-1.84974
2015m10,-1.971629
2015m11,-2.273374
2015m12,-2.53222
2016m1,-2.471467
2016m2,-2.089542
2016m3,-1.690258
2016m4,-1.52806
