date,swb_enjoyment
2008m1,-.1561306
2008m2,.6290618
2008m3,.8950098
2008m4,.984852
2008m5,.9686707
2008m6,.7504748
2008m7,.3749014
2008m8,.2166664
2008m9,.0461639
2008m10,-.0356294
2008m11,-.2411335
2008m12,-.9127514
2009m1,-1.626377
2009m2,-1.659735
2009m3,-1.033178
2009m4,-.4834994
2009m5,-.3199216
2009m6,-.2654708
2009m7,-.3754509
2009m8,-.67115
2009m9,-.7599644
2009m10,-.6900277
2009m11,-.5011331
2009m12,-.5758641
2010m1,-.8174781
2010m2,-.8795367
2010m3,-.9899563
2010m4,-.6935884
2010m5,-.5379953
2010m6,-.4984814
2010m7,-.7572858
2010m8,-1.209721
2010m9,-1.27221
2010m10,-.951858
2010m11,-.6235679
2010m12,-.5328484
2011m1,-.4195527
2011m2,-.3046185
2011m3,-.1315381
2011m4,.0429404
2011m5,.2429129
2011m6,.2030862
2011m7,.0932352
2011m8,-.0490444
2011m9,.1060959
2011m10,.2708217
2011m11,.4144687
2011m12,.2148959
2012m1,-.0466371
2012m2,.2363613
2012m3,.6279871
2012m4,1.013335
2012m5,1.100255
2012m6,.9526405
2012m7,.732099
2012m8,.4066557
2012m9,.2393964
2012m10,.3302362
2012m11,.6152508
2012m12,.7144825
2013m1,.5849459
2013m2,.6896679
2013m3,.891161
2013m4,1.068844
2013m5,1.092284
2013m6,1.183301
2013m7,1.13033
2013m8,.8314837
2013m9,.6656266
2013m10,.6118202
2013m11,.6988188
2013m12,.8019372
2014m1,.822781
2014m2,1.039632
2014m3,1.158063
2014m4,1.356831
2014m5,1.437231
2014m6,1.365052
2014m7,1.285884
2014m8,1.136143
2014m9,1.065248
2014m10,1.029459
2014m11,1.151308
2014m12,1.275087
2015m1,1.241444
2015m2,1.430576
2015m3,1.524357
2015m4,1.506533
2015m5,1.482821
2015m6,1.497139
2015m7,1.371598
2015m8,1.151893
2015m9,1.229434
2015m10,1.441744
2015m11,1.60215
2015m12,1.500765
2016m1,1.398263
2016m2,1.571135
2016m3,1.769686
2016m4,2.013253
