region,date,immigration
Auvergne,2013m1,-.89321899
Auvergne,2013m2,-.15283075
Auvergne,2013m3,-.55249393
Auvergne,2013m4,-.30510026
Auvergne,2013m5,-.30320504
Auvergne,2013m6,-.89488101
Auvergne,2013m7,-.80280697
Auvergne,2013m8,-.72043502
Auvergne,2013m9,-.46574476
Auvergne,2013m10,-.34149107
Auvergne,2013m11,-.43029222
Auvergne,2013m12,-.27513731
Auvergne,2014m1,-.49009982
Auvergne,2014m2,-.20918106
Auvergne,2014m3,-.54295087
Auvergne,2014m4,-.41330111
Auvergne,2014m5,-.61491138
Auvergne,2014m6,-.66331518
Auvergne,2014m7,-.66438228
Auvergne,2014m8,-.4999693
Auvergne,2014m9,-.45926678
Auvergne,2014m10,-.77726734
Auvergne,2014m11,-.57436544
Auvergne,2014m12,-.75450051
Auvergne,2015m1,-.49206898
Auvergne,2015m2,-.74162698
Auvergne,2015m3,-.36481622
Auvergne,2015m4,-.31965727
Auvergne,2015m5,-.010341895
Auvergne,2015m6,-.33759722
Auvergne,2015m7,-.39480338
Auvergne,2015m8,1.2356924
Auvergne,2015m9,3.7649555
Auvergne,2015m10,1.3553499
Auvergne,2015m11,1.1271905
Auvergne,2015m12,.16453396
Auvergne,2016m1,.51226473
Auvergne,2016m2,.45886371
Auvergne,2016m3,.37422085
Auvergne,2016m4,.10253416
Auvergne,2016m5,-.08013244
Auvergne,2016m6,.021821318
Auvergne,2016m7,.028515592
Auvergne,2016m8,-.11369424
Auvergne,2016m9,1.6112657
Auvergne,2016m10,2.4810359
Auvergne,2016m11,1.0830129
Auvergne,2016m12,.053186841
Auvergne,2017m1,.33885083
Auvergne,2017m2,.030259363
Auvergne,2017m3,.97835571
