date,cat_spirituality
2011m1,.8075988
2011m2,1.037229
2011m3,1.160374
2011m4,1.052857
2011m5,.5103611
2011m6,-.3826065
2011m7,-.8304691
2011m8,-.5267331
2011m9,.332434
2011m10,1.010284
2011m11,1.039255
2011m12,.8620002
2012m1,.7700092
2012m2,1.021005
2012m3,1.167971
2012m4,.9543336
2012m5,.0876512
2012m6,-.9390202
2012m7,-1.353647
2012m8,-1.033739
2012m9,-.2875321
2012m10,.3531832
2012m11,.6263629
2012m12,.4490213
2013m1,.2988924
2013m2,.3383689
2013m3,.247899
2013m4,-.0166672
2013m5,-.641334
2013m6,-1.349988
2013m7,-1.456217
2013m8,-1.020619
2013m9,-.284757
2013m10,.2958705
2013m11,.2873603
2013m12,.0981872
2014m1,-.0557819
2014m2,.0122286
2014m3,.0441515
2014m4,-.1536238
2014m5,-.6477107
2014m6,-1.232663
2014m7,-1.473619
2014m8,-1.203699
2014m9,-.4927228
2014m10,.048824
2014m11,.137537
2014m12,.0530108
2015m1,.0510064
2015m2,.3329452
2015m3,.6036386
2015m4,.4055108
2015m5,-.3260398
2015m6,-1.11132
2015m7,-1.403821
2015m8,-1.053372
2015m9,-.131049
2015m10,.508515
2015m11,.6513449
2015m12,.4155914
2016m1,.1976388
2016m2,.2202416
2016m3,.331566
2016m4,.5864924
