region,date,islam
Basse-Normandie,2013m1,-.3096008
Basse-Normandie,2013m2,-.15763035
Basse-Normandie,2013m3,-.40683085
Basse-Normandie,2013m4,-.053612709
Basse-Normandie,2013m5,-.086948611
Basse-Normandie,2013m6,-.14654209
Basse-Normandie,2013m7,.076002263
Basse-Normandie,2013m8,-.45367292
Basse-Normandie,2013m9,.36726022
Basse-Normandie,2013m10,.31553367
Basse-Normandie,2013m11,-.65898544
Basse-Normandie,2013m12,-.12089289
Basse-Normandie,2014m1,.085112579
Basse-Normandie,2014m2,.11653891
Basse-Normandie,2014m3,.20924535
Basse-Normandie,2014m4,.058648843
Basse-Normandie,2014m5,-.44292146
Basse-Normandie,2014m6,-.27216908
Basse-Normandie,2014m7,.14095093
Basse-Normandie,2014m8,-.35443729
Basse-Normandie,2014m9,-.0053932071
Basse-Normandie,2014m10,.4062655
Basse-Normandie,2014m11,-.22538562
Basse-Normandie,2014m12,.14723235
Basse-Normandie,2015m1,3.1444099
Basse-Normandie,2015m2,.87930566
Basse-Normandie,2015m3,-.18538299
Basse-Normandie,2015m4,.19414853
Basse-Normandie,2015m5,-.38388035
Basse-Normandie,2015m6,-.46460083
Basse-Normandie,2015m7,-.11537592
Basse-Normandie,2015m8,.19208595
Basse-Normandie,2015m9,-.33271185
Basse-Normandie,2015m10,-.43026018
Basse-Normandie,2015m11,.69547045
Basse-Normandie,2015m12,.59055471
Basse-Normandie,2016m1,-.10660706
Basse-Normandie,2016m2,-.35711783
Basse-Normandie,2016m3,-.49165782
Basse-Normandie,2016m4,-.4074879
Basse-Normandie,2016m5,-.25242043
Basse-Normandie,2016m6,-1.0073028
Basse-Normandie,2016m7,.17342736
Basse-Normandie,2016m8,.28468302
Basse-Normandie,2016m9,-.25974587
Basse-Normandie,2016m10,-.29104343
Basse-Normandie,2016m11,-.58984917
Basse-Normandie,2016m12,-.054984212
Basse-Normandie,2017m1,.2187359
Basse-Normandie,2017m2,1.2028019
Basse-Normandie,2017m3,.14395863
