date,cat_health_worries
2011m1,2.44645
2011m2,2.182869
2011m3,1.276773
2011m4,.7438911
2011m5,.9441193
2011m6,1.280792
2011m7,1.480472
2011m8,1.303193
2011m9,1.120398
2011m10,.7907625
2011m11,.1205296
2011m12,-.1529012
2012m1,.2278467
2012m2,.6484048
2012m3,.7500635
2012m4,.6256867
2012m5,.496765
2012m6,.4496453
2012m7,.4967403
2012m8,.2917154
2012m9,.0669923
2012m10,-.0177194
2012m11,-.0500796
2012m12,.1963001
2013m1,.2815033
2013m2,.1559313
2013m3,-.0842422
2013m4,-.1693916
2013m5,-.4852273
2013m6,-.5901387
2013m7,-.5663071
2013m8,-.3824038
2013m9,-.4029481
2013m10,-.4686249
2013m11,-.4393855
2013m12,-.5031412
2014m1,-.3711401
2014m2,-.4487258
2014m3,-.4727145
2014m4,-.5225611
2014m5,-.5876237
2014m6,-.4863608
2014m7,-.4075823
2014m8,-.3850636
2014m9,-.5268463
2014m10,-.6022008
2014m11,-.552756
2014m12,-.2760395
2015m1,-.0164694
2015m2,.3440643
2015m3,.2971663
2015m4,-.2441704
2015m5,-.7747409
2015m6,-.8965679
2015m7,-.7242478
2015m8,-.7071578
2015m9,-.7364655
2015m10,-.8885587
2015m11,-1.120582
2015m12,-1.399762
2016m1,-1.186577
2016m2,-.7727888
2016m3,-.2931705
2016m4,.6943083
