date,cat_layoffs
2008m1,-.8518168
2008m2,-.7540003
2008m3,-.6669714
2008m4,-.6527215
2008m5,-.6531715
2008m6,-.6160277
2008m7,-.49343
2008m8,-.4383311
2008m9,-.2871293
2008m10,.10733
2008m11,.7494618
2008m12,1.211635
2009m1,1.848209
2009m2,1.845166
2009m3,1.671907
2009m4,1.296608
2009m5,1.107856
2009m6,1.25578
2009m7,1.399693
2009m8,1.389991
2009m9,1.259546
2009m10,1.221406
2009m11,1.154934
2009m12,.9627712
2010m1,.891995
2010m2,1.22667
2010m3,1.393382
2010m4,1.337718
2010m5,1.500861
2010m6,2.19086
2010m7,2.492754
2010m8,2.003495
2010m9,1.688781
2010m10,1.061993
2010m11,.6139828
2010m12,.249369
2011m1,-.0589634
2011m2,-.2565288
2011m3,-.3960329
2011m4,-.4969615
2011m5,-.5524689
2011m6,-.5658636
2011m7,-.5151786
2011m8,-.4438419
2011m9,-.4009042
2011m10,-.3835837
2011m11,-.3416102
2011m12,-.155356
2012m1,-.0340315
2012m2,-.1067733
2012m3,-.2291077
2012m4,-.2679921
2012m5,-.1594631
2012m6,-.1420454
2012m7,-.1928679
2012m8,-.0108315
2012m9,.3745855
2012m10,.3765508
2012m11,.2503148
2012m12,-.0778768
2013m1,-.3484657
2013m2,-.5683962
2013m3,-.7520392
2013m4,-.8317975
2013m5,-.8497969
2013m6,-.8141531
2013m7,-.7460949
2013m8,-.6516324
2013m9,-.6075218
2013m10,-.7026381
2013m11,-.7693959
2013m12,-.6686173
2014m1,-.5329854
2014m2,-.4991862
2014m3,-.5550402
2014m4,-.5932566
2014m5,-.7399497
2014m6,-.8564402
2014m7,-.9281563
2014m8,-.9041227
2014m9,-.847489
2014m10,-.8093065
2014m11,-.8056343
2014m12,-.8325719
2015m1,-.8177754
2015m2,-.8049112
2015m3,-.6847687
2015m4,-.5789337
2015m5,-.6643049
2015m6,-.6803843
2015m7,-.597589
2015m8,-.4342147
2015m9,-.281648
2015m10,-.2387494
2015m11,-.2470816
2015m12,-.2707356
2016m1,-.2280124
2016m2,-.2473553
2016m3,-.4342199
2016m4,-.5083519
