date,swb_security
2011m1,-.189904
2011m2,.1263576
2011m3,.3151362
2011m4,.5477982
2011m5,.7393142
2011m6,.8871766
2011m7,.6669219
2011m8,.2140158
2011m9,-.4972224
2011m10,-1.069998
2011m11,-.9879624
2011m12,-.3367983
2012m1,.5907553
2012m2,1.379863
2012m3,1.944651
2012m4,2.151823
2012m5,2.347072
2012m6,2.397574
2012m7,2.216831
2012m8,1.705949
2012m9,.9096943
2012m10,.3483557
2012m11,.0546947
2012m12,.3732137
2013m1,.8447487
2013m2,1.207763
2013m3,1.444192
2013m4,1.929033
2013m5,2.348897
2013m6,2.554163
2013m7,2.597647
2013m8,2.282997
2013m9,1.596475
2013m10,.9680256
2013m11,.8257723
2013m12,1.148813
2014m1,1.616141
2014m2,1.952428
2014m3,2.316823
2014m4,2.536676
2014m5,2.597993
2014m6,2.567551
2014m7,2.374319
2014m8,2.107838
2014m9,1.883708
2014m10,1.658129
2014m11,1.481616
2014m12,1.343157
2015m1,1.351767
2015m2,1.334778
2015m3,1.276415
2015m4,1.346605
2015m5,1.469702
2015m6,1.71041
2015m7,1.780308
2015m8,1.68757
2015m9,1.52967
2015m10,1.209075
2015m11,1.026319
2015m12,1.165875
2016m1,1.675401
2016m2,2.013527
2016m3,1.912328
2016m4,1.562672
