date,swb_anger
2008m1,-.5368833
2008m2,-.5665169
2008m3,-.4094466
2008m4,-.0891999
2008m5,.2895288
2008m6,.4961436
2008m7,.2927011
2008m8,.0874933
2008m9,.0175765
2008m10,.1120214
2008m11,.2907099
2008m12,.3454252
2009m1,.4987794
2009m2,.5430081
2009m3,.4932846
2009m4,.4196157
2009m5,.4525316
2009m6,.5401739
2009m7,.5713052
2009m8,.4792292
2009m9,.2316592
2009m10,.0327327
2009m11,-.1080852
2009m12,-.2246686
2010m1,-.3214951
2010m2,-.3232279
2010m3,-.3084833
2010m4,-.2584922
2010m5,-.2296695
2010m6,-.0424603
2010m7,.0234856
2010m8,-.1338086
2010m9,-.3374036
2010m10,-.464487
2010m11,-.4527514
2010m12,-.2479567
2011m1,.0799863
2011m2,.6566643
2011m3,1.562571
2011m4,2.491277
2011m5,2.750613
2011m6,2.626673
2011m7,2.295441
2011m8,1.658899
2011m9,1.142958
2011m10,.8285608
2011m11,.6557899
2011m12,.6298987
2012m1,.5901283
2012m2,.5947891
2012m3,.7076088
2012m4,1.009008
2012m5,1.32044
2012m6,1.586753
2012m7,1.855071
2012m8,2.084977
2012m9,2.205584
2012m10,2.143859
2012m11,1.85331
2012m12,1.576167
2013m1,1.194783
2013m2,1.1152
2013m3,1.30187
2013m4,1.592387
2013m5,1.886974
2013m6,2.070765
2013m7,2.113344
2013m8,2.146945
2013m9,2.239785
2013m10,2.162143
2013m11,1.899534
2013m12,1.712417
2014m1,1.444238
2014m2,1.289167
2014m3,1.257527
2014m4,1.209098
2014m5,1.041471
2014m6,.977058
2014m7,.7418872
2014m8,.4319377
2014m9,.1617093
2014m10,-.1107541
2014m11,-.335077
2014m12,-.459018
2015m1,-.6530887
2015m2,-.7207468
2015m3,-.6272673
2015m4,-.3582188
2015m5,.0446084
2015m6,.7514663
2015m7,1.613219
2015m8,2.027473
2015m9,2.15708
2015m10,2.044739
2015m11,1.773374
2015m12,1.509573
2016m1,1.208596
2016m2,1.161025
2016m3,1.467391
2016m4,2.094399
