date,swb_job_satisfaction
2011m1,2.74387
2011m2,1.484959
2011m3,.4462186
2011m4,-.0312421
2011m5,-.0172514
2011m6,.272625
2011m7,.5885324
2011m8,.5088431
2011m9,.3522573
2011m10,.4263151
2011m11,.6977749
2011m12,.8188822
2012m1,.7608901
2012m2,.6047022
2012m3,.3823941
2012m4,.2960354
2012m5,.1326765
2012m6,.3585934
2012m7,.4778947
2012m8,.6152905
2012m9,.6757409
2012m10,.7103254
2012m11,.6911603
2012m12,.5361234
2013m1,.5495887
2013m2,.196804
2013m3,-.2445454
2013m4,-.5999608
2013m5,-.6292274
2013m6,-.1506448
2013m7,.1113321
2013m8,.066609
2013m9,-.0631308
2013m10,.1253785
2013m11,.480371
2013m12,.940928
2014m1,1.315552
2014m2,1.070153
2014m3,.3549046
2014m4,-.5288327
2014m5,-.9779821
2014m6,-.8074045
2014m7,-.6700489
2014m8,-.8736768
2014m9,-1.156201
2014m10,-1.127607
2014m11,-.8377047
2014m12,-.6104615
2015m1,-.4424581
2015m2,-.6523895
2015m3,-1.02887
2015m4,-1.369357
2015m5,-1.369719
2015m6,-.9603389
2015m7,-.3237051
2015m8,-.4011163
2015m9,-.6789999
2015m10,-.7057281
2015m11,-.8362451
2015m12,-.6520571
2016m1,-.4396559
2016m2,-.4966237
2016m3,-.7842575
2016m4,-1.255753
