date,cat_housing
2008m1,1.596548
2008m2,1.132741
2008m3,.7126527
2008m4,.4119442
2008m5,.3864946
2008m6,.3362962
2008m7,.1121742
2008m8,-.0046079
2008m9,.0941108
2008m10,.2306315
2008m11,.6653883
2008m12,1.719563
2009m1,2.482301
2009m2,2.48542
2009m3,2.227465
2009m4,1.856794
2009m5,1.591166
2009m6,1.471669
2009m7,1.177779
2009m8,.8480556
2009m9,.6561009
2009m10,.7256995
2009m11,.6793798
2009m12,.6504344
2010m1,.7287961
2010m2,.8654639
2010m3,.9665565
2010m4,.9318749
2010m5,.9016085
2010m6,1.172398
2010m7,1.483411
2010m8,1.519242
2010m9,1.070256
2010m10,.6653086
2010m11,.3137997
2010m12,.0377587
2011m1,-.0408014
2011m2,-.1775613
2011m3,-.3046855
2011m4,-.3630457
2011m5,-.3517286
2011m6,-.2196265
2011m7,-.0315445
2011m8,.1949775
2011m9,.1895759
2011m10,.0486849
2011m11,-.2221805
2011m12,-.2870168
2012m1,-.0845898
2012m2,-.0135599
2012m3,.0089593
2012m4,.091033
2012m5,.2011746
2012m6,.4060498
2012m7,.4487197
2012m8,.2525986
2012m9,-.0382271
2012m10,-.2978043
2012m11,-.4576617
2012m12,-.4834057
2013m1,-.2834331
2013m2,-.2162811
2013m3,-.1803679
2013m4,-.1732572
2013m5,-.2052074
2013m6,-.2675643
2013m7,-.4150124
2013m8,-.6863509
2013m9,-.9397742
2013m10,-1.14444
2013m11,-1.283951
2013m12,-1.266827
2014m1,-1.088173
2014m2,-1.020465
2014m3,-.9849952
2014m4,-.9591225
2014m5,-.9083328
2014m6,-.8475056
2014m7,-.9002207
2014m8,-1.120402
2014m9,-1.352164
2014m10,-1.488423
2014m11,-1.511185
2014m12,-1.358288
2015m1,-1.117011
2015m2,-1.003349
2015m3,-.9774371
2015m4,-.9877809
2015m5,-.9359865
2015m6,-.7659639
2015m7,-.5954625
2015m8,-.615853
2015m9,-.7625362
2015m10,-.9562377
2015m11,-1.150661
2015m12,-1.149725
2016m1,-.9142003
2016m2,-.6596198
2016m3,-.3181842
2016m4,.1407441
