date,swb_learn
2008m1,-1.70371
2008m2,-1.058913
2008m3,-.4590353
2008m4,.250767
2008m5,.8273261
2008m6,1.047568
2008m7,.987819
2008m8,.5183194
2008m9,.1663443
2008m10,-.0402799
2008m11,-.34695
2008m12,-.6454998
2009m1,-.3891731
2009m2,.0461165
2009m3,.5332386
2009m4,.9288656
2009m5,1.337141
2009m6,1.619188
2009m7,1.597804
2009m8,1.314034
2009m9,1.343347
2009m10,1.482768
2009m11,1.256086
2009m12,1.237247
2010m1,1.123399
2010m2,1.287491
2010m3,1.530167
2010m4,2.333387
2010m5,2.730912
2010m6,2.888213
2010m7,2.816158
2010m8,2.584978
2010m9,2.153926
2010m10,1.361837
2010m11,.7793632
2010m12,.6924756
2011m1,.4750977
2011m2,.5749967
2011m3,.8735527
2011m4,1.179051
2011m5,1.806906
2011m6,2.283546
2011m7,2.372686
2011m8,2.041899
2011m9,1.688972
2011m10,1.4928
2011m11,1.100814
2011m12,.8050171
2012m1,.7245634
2012m2,.8613269
2012m3,1.284906
2012m4,1.929634
2012m5,2.330615
2012m6,2.471913
2012m7,2.149155
2012m8,1.493914
2012m9,.8943197
2012m10,.4032363
2012m11,.3051591
2012m12,.5288004
2013m1,.6407009
2013m2,.6171165
2013m3,.7937201
2013m4,1.145078
2013m5,1.371672
2013m6,1.402289
2013m7,1.215015
2013m8,.8811033
2013m9,.6069436
2013m10,.4900317
2013m11,.5724568
2013m12,.6127548
2014m1,.3959509
2014m2,.23931
2014m3,.3926615
2014m4,.9404531
2014m5,1.551082
2014m6,1.965472
2014m7,2.183517
2014m8,1.985493
2014m9,1.534471
2014m10,1.070332
2014m11,.8091328
2014m12,.656712
2015m1,.7182292
2015m2,.8107222
2015m3,.8011022
2015m4,1.020057
2015m5,1.459151
2015m6,1.893563
2015m7,1.718437
2015m8,1.386914
2015m9,1.045744
2015m10,.6135132
2015m11,.3199049
2015m12,.2379745
2016m1,.1371369
2016m2,.1616826
2016m3,.5881795
2016m4,.9913155
