region,date,solidarite
Haute-Normandie,2013m1,.26590428
Haute-Normandie,2013m2,.42268205
Haute-Normandie,2013m3,.66298354
Haute-Normandie,2013m4,-.12852195
Haute-Normandie,2013m5,.067196272
Haute-Normandie,2013m6,-.082884289
Haute-Normandie,2013m7,-.73748428
Haute-Normandie,2013m8,-.34708509
Haute-Normandie,2013m9,.13537014
Haute-Normandie,2013m10,-.41049138
Haute-Normandie,2013m11,.17071159
Haute-Normandie,2013m12,-.46187171
Haute-Normandie,2014m1,.26832846
Haute-Normandie,2014m2,.188234
Haute-Normandie,2014m3,.12615454
Haute-Normandie,2014m4,-.33828819
Haute-Normandie,2014m5,.17077272
Haute-Normandie,2014m6,.12848365
Haute-Normandie,2014m7,-.38324058
Haute-Normandie,2014m8,-.59212911
Haute-Normandie,2014m9,.27558485
Haute-Normandie,2014m10,.11708736
Haute-Normandie,2014m11,.17858662
Haute-Normandie,2014m12,-.58916557
Haute-Normandie,2015m1,-.058088429
Haute-Normandie,2015m2,.13333455
Haute-Normandie,2015m3,-.098671891
Haute-Normandie,2015m4,.18105753
Haute-Normandie,2015m5,.10052679
Haute-Normandie,2015m6,-.3350569
Haute-Normandie,2015m7,-.84483701
Haute-Normandie,2015m8,-.4275597
Haute-Normandie,2015m9,.60999393
Haute-Normandie,2015m10,-.11759187
Haute-Normandie,2015m11,.25803307
Haute-Normandie,2015m12,.19059546
Haute-Normandie,2016m1,.69320315
Haute-Normandie,2016m2,.15367235
Haute-Normandie,2016m3,.21554258
Haute-Normandie,2016m4,-.089887246
Haute-Normandie,2016m5,-.016271092
Haute-Normandie,2016m6,-.074499927
Haute-Normandie,2016m7,-.66346961
Haute-Normandie,2016m8,-.38013795
Haute-Normandie,2016m9,.40511411
Haute-Normandie,2016m10,.13058117
Haute-Normandie,2016m11,.45994446
Haute-Normandie,2016m12,-.094007358
Haute-Normandie,2017m1,.24991395
Haute-Normandie,2017m2,.069410056
Haute-Normandie,2017m3,.45693865
