date,cat_civic_engagement
2008m1,.1990939
2008m2,.4296137
2008m3,.3831971
2008m4,.1273444
2008m5,-.2998732
2008m6,-.4034731
2008m7,-.2771411
2008m8,.2556829
2008m9,.9332027
2008m10,1.287322
2008m11,1.051831
2008m12,.3703269
2009m1,.109933
2009m2,.251779
2009m3,.3379062
2009m4,.1900333
2009m5,-.2472216
2009m6,-.4465667
2009m7,-.2939911
2009m8,.2639207
2009m9,1.135839
2009m10,1.73261
2009m11,1.633758
2009m12,1.210452
2010m1,1.284566
2010m2,1.758896
2010m3,2.147352
2010m4,1.893099
2010m5,1.160498
2010m6,.5553249
2010m7,.3713049
2010m8,.8011956
2010m9,1.409759
2010m10,1.476071
2010m11,1.168905
2010m12,.3554202
2011m1,-.1895351
2011m2,-.2938458
2011m3,-.2581598
2011m4,-.232412
2011m5,-.5834405
2011m6,-.8335347
2011m7,-.8395154
2011m8,-.4920729
2011m9,.1428843
2011m10,.4193124
2011m11,.2908387
2011m12,-.091071
2012m1,-.3030372
2012m2,-.2434504
2012m3,-.2648434
2012m4,-.3464128
2012m5,-.6872431
2012m6,-.854237
2012m7,-.657306
2012m8,-.2668448
2012m9,.1247577
2012m10,.1609916
2012m11,-.3127512
2012m12,-.732416
2013m1,-.5469248
2013m2,-.1689591
2013m3,-.0736391
2013m4,-.3288789
2013m5,-.9819822
2013m6,-1.450616
2013m7,-1.459593
2013m8,-.9190569
2013m9,-.0731918
2013m10,.3103788
2013m11,.0233451
2013m12,-.4479437
2014m1,-.6769561
2014m2,-.5563973
2014m3,-.5520529
2014m4,-.6930718
2014m5,-1.117645
2014m6,-1.472494
2014m7,-1.428336
2014m8,-.9449412
2014m9,-.3809822
2014m10,-.1933336
2014m11,-.2530213
2014m12,-.3459727
2015m1,-.1795414
2015m2,.0106078
2015m3,.0116138
2015m4,-.145481
2015m5,-.6581864
2015m6,-.964711
2015m7,-.8697234
2015m8,-.2997976
2015m9,.3206135
2015m10,.4275735
2015m11,.1403246
2015m12,-.1822652
2016m1,-.1958371
2016m2,.0026872
2016m3,.1178402
2016m4,.2219214
