date,cat_housing
2008m1,1.947604
2008m2,1.371874
2008m3,.8179382
2008m4,.3796433
2008m5,.1697429
2008m6,.1783293
2008m7,.0776768
2008m8,-.1986115
2008m9,-.3491331
2008m10,-.1503863
2008m11,.5291514
2008m12,1.753588
2009m1,2.251765
2009m2,2.240567
2009m3,2.071459
2009m4,1.639076
2009m5,1.171944
2009m6,.94701
2009m7,.7617521
2009m8,.635659
2009m9,.4799862
2009m10,.1376694
2009m11,-.6807795
2009m12,-1.225621
2010m1,-1.363809
2010m2,-1.313311
2010m3,-1.377436
2010m4,-1.401029
2010m5,-1.443413
2010m6,-1.46562
2010m7,-1.533251
2010m8,-1.580754
2010m9,-1.604696
2010m10,-1.569041
2010m11,-1.399605
2010m12,-1.030928
2011m1,-.4112452
2011m2,-.0826417
2011m3,-.0888929
2011m4,-.0589821
2011m5,.0057116
2011m6,.2152458
2011m7,.5289984
2011m8,.9762194
2011m9,1.227803
2011m10,1.123707
2011m11,.7142685
2011m12,.4277566
2012m1,.5612915
2012m2,.754793
2012m3,.77364
2012m4,.5667324
2012m5,.4917027
2012m6,.6814296
2012m7,1.028455
2012m8,1.123113
2012m9,.930442
2012m10,.5757749
2012m11,.2051219
2012m12,-.0124
2013m1,-.0011561
2013m2,.0533114
2013m3,.2534006
2013m4,.5516934
2013m5,.5711166
2013m6,.456835
2013m7,.2440386
2013m8,-.114877
2013m9,-.4592097
2013m10,-.7251909
2013m11,-.8622891
2013m12,-.8880631
2014m1,-.8368281
2014m2,-.7053691
2014m3,-.6280423
2014m4,-.542375
2014m5,-.4512476
2014m6,-.3026618
2014m7,-.2373729
2014m8,-.3418578
2014m9,-.5651612
2014m10,-.7439099
2014m11,-.8676573
2014m12,-.8315489
2015m1,-.5527964
2015m2,-.3340093
2015m3,-.2882738
2015m4,-.2734529
2015m5,-.1301122
2015m6,.1565096
2015m7,.3434166
2015m8,.2207329
2015m9,-.2454995
2015m10,-.6426084
2015m11,-.8465518
2015m12,-.8533769
2016m1,-.6201705
2016m2,-.346939
2016m3,-.046015
2016m4,.3005111
