personal_security_f
.1007071
-.4702278
-.2448592
-1.038704
-1.09427
-1.106804
.1960896
-.8916479
-1.396605
-.5902345
.1068213
.2023191
-.1677234
-.6084515
.3425063
.3178777
.2852258
.1999609
1.108243
-.8335418
-1.542828
-1.602229
.1484747
4.160032
3.359157
1.362034
.2388798
.3322043
.0217085
.1527009
1.889072
-.0923672
-.9323721
-1.454158
.3801937
.5218775
-.9172824
-.6161966
-.2461487
-.0287355
-.191945
-.1001723
.2710579
-.1092249
.1339277
-.0363281
.2991086
.4584436
-.5696621
-.4421221
.4728413
.1267139
-.7450275
.516161
.642601
-.0610789
-.2159922
