date,cat_education
2008m1,.0086415
2008m2,.0400606
2008m3,-.0720897
2008m4,-.2710061
2008m5,-.7294049
2008m6,-1.137069
2008m7,-1.135829
2008m8,-.7416154
2008m9,-.1428484
2008m10,.0824388
2008m11,.0029899
2008m12,-.1379975
2009m1,.0111925
2009m2,.2152636
2009m3,.1420119
2009m4,-.1597928
2009m5,-.5544274
2009m6,-.831811
2009m7,-.7145032
2009m8,.074733
2009m9,1.253689
2009m10,2.099835
2009m11,2.2342
2009m12,1.976012
2010m1,2.030209
2010m2,2.197965
2010m3,2.286764
2010m4,2.163203
2010m5,1.545763
2010m6,.8394303
2010m7,.5843331
2010m8,1.044337
2010m9,1.618287
2010m10,1.466606
2010m11,1.075586
2010m12,.6768641
2011m1,.5639533
2011m2,.5048886
2011m3,.3835346
2011m4,.1910371
2011m5,-.1754231
2011m6,-.572704
2011m7,-.57796
2011m8,-.1616743
2011m9,.3721045
2011m10,.5213494
2011m11,.3563035
2011m12,.0057484
2012m1,.0181878
2012m2,.1300299
2012m3,.1382678
2012m4,-.0175532
2012m5,-.3836105
2012m6,-.8162141
2012m7,-.9453178
2012m8,-.6344939
2012m9,-.1322663
2012m10,.0196364
2012m11,-.1471358
2012m12,-.3457551
2013m1,-.2361116
2013m2,-.081421
2013m3,-.0857412
2013m4,-.1533143
2013m5,-.4826209
2013m6,-.9040859
2013m7,-1.027765
2013m8,-.7192129
2013m9,-.2355197
2013m10,-.1459933
2013m11,-.3870702
2013m12,-.5736586
2014m1,-.5002486
2014m2,-.3826341
2014m3,-.4049988
2014m4,-.5330089
2014m5,-.8258975
2014m6,-1.113726
2014m7,-1.110357
2014m8,-.6030037
2014m9,.0891025
2014m10,.2608621
2014m11,.0561564
2014m12,-.1045558
2015m1,-.0422035
2015m2,.0743262
2015m3,-.0877565
2015m4,-.4000222
2015m5,-.8113711
2015m6,-1.095395
2015m7,-1.121429
2015m8,-.6829667
2015m9,-.1110135
2015m10,-.061191
2015m11,-.3693328
2015m12,-.6081917
2016m1,-.4977696
2016m2,-.4062095
2016m3,-.4182692
2016m4,-.4933353
