date,swb_job_satisfaction
2011m1,.4268467
2011m2,-.0664049
2011m3,-.4352523
2011m4,-.3085499
2011m5,-.1228861
2011m6,-.1616438
2011m7,-.2856405
2011m8,-.4395113
2011m9,-.0470491
2011m10,.2885775
2011m11,.314874
2011m12,.1503301
2012m1,-.1521869
2012m2,-.411322
2012m3,-.7727797
2012m4,-.9871703
2012m5,-.9551651
2012m6,-.8618435
2012m7,-.3865725
2012m8,-.0835159
2012m9,-.2177829
2012m10,-.138692
2012m11,-.0479007
2012m12,-.2179031
2013m1,-.8791885
2013m2,-1.079594
2013m3,-.9024934
2013m4,-.7320322
2013m5,-1.15075
2013m6,-1.706941
2013m7,-2.047076
2013m8,-1.922541
2013m9,-1.63823
2013m10,-1.155417
2013m11,-.8123229
2013m12,-.4366816
2014m1,-.0041067
2014m2,-.2809152
2014m3,-.6436987
2014m4,-1.142783
2014m5,-1.53464
2014m6,-1.819776
2014m7,-1.832724
2014m8,-1.977548
2014m9,-2.056048
2014m10,-1.856023
2014m11,-1.502586
2014m12,-1.115611
2015m1,-.9610716
2015m2,-1.180786
2015m3,-1.008019
2015m4,-1.007705
2015m5,-1.062811
2015m6,-1.125749
2015m7,-.9066105
2015m8,-.632553
2015m9,-.4836214
2015m10,-.6181299
2015m11,-1.034287
2015m12,-1.03149
2016m1,-.7622698
2016m2,-1.220367
2016m3,-2.047685
2016m4,-3.07653
