date,swb_laugh
2011m1,-1.651337
2011m2,-1.355827
2011m3,-.9144865
2011m4,-.4600826
2011m5,-.0608681
2011m6,.1146959
2011m7,.127206
2011m8,.1064171
2011m9,.2522941
2011m10,.4271217
2011m11,.5091491
2011m12,.4063278
2012m1,.0595881
2012m2,-.1339582
2012m3,.1867779
2012m4,.613475
2012m5,.9221357
2012m6,1.125198
2012m7,1.065189
2012m8,.6753653
2012m9,.3200962
2012m10,-.0085058
2012m11,-.2599551
2012m12,-.5291631
2013m1,-.7324672
2013m2,-.4053448
2013m3,.0658402
2013m4,.4363105
2013m5,.9276756
2013m6,1.269609
2013m7,1.15324
2013m8,.6178367
2013m9,.2189174
2013m10,-.0635344
2013m11,-.2009919
2013m12,-.6166229
2014m1,-1.374929
2014m2,-1.603297
2014m3,-1.210095
2014m4,-.6829605
2014m5,-.211887
2014m6,-.088971
2014m7,-.1348095
2014m8,-.3979059
2014m9,-.5902244
2014m10,-.7169492
2014m11,-.7110434
2014m12,-.999457
2015m1,-1.529277
2015m2,-1.611391
2015m3,-1.294156
2015m4,-.7840701
2015m5,-.2054937
2015m6,.133266
2015m7,-.0597947
2015m8,-.6452808
2015m9,-1.182848
2015m10,-1.272487
2015m11,-1.1012
2015m12,-1.177035
2016m1,-1.664667
2016m2,-1.959901
2016m3,-1.962821
2016m4,-1.86591
