date,swb_laugh
2011m1,.4570123
2011m2,.3488163
2011m3,.1575078
2011m4,.4677284
2011m5,1.274601
2011m6,1.359342
2011m7,.5752919
2011m8,-.0380652
2011m9,-.4989204
2011m10,-.3610443
2011m11,-.1266344
2011m12,-.0278283
2012m1,-.2407289
2012m2,-.291798
2012m3,-.0291422
2012m4,.2924418
2012m5,.7009146
2012m6,.8252018
2012m7,.8793259
2012m8,.4479992
2012m9,.148614
2012m10,.3266672
2012m11,.3353348
2012m12,.1401917
2013m1,-.5762027
2013m2,-.8262078
2013m3,-.480171
2013m4,-.3358541
2013m5,-.3336353
2013m6,-.5879701
2013m7,-.6652156
2013m8,-.5006212
2013m9,-.5394531
2013m10,-.4746021
2013m11,-.0059216
2013m12,.1862564
2014m1,-.0917592
2014m2,-.3066979
2014m3,-.4255079
2014m4,-.3770762
2014m5,-.0767694
2014m6,-.1133169
2014m7,-.5917549
2014m8,-1.190791
2014m9,-1.550089
2014m10,-1.111467
2014m11,-.6094874
2014m12,-.4784403
2015m1,-.5196131
2015m2,-.4732566
2015m3,-.2227781
2015m4,.2013393
2015m5,.4392437
2015m6,.4686835
2015m7,.5237446
2015m8,.401138
2015m9,-.1079318
2015m10,-.1529667
2015m11,.4305241
2015m12,1.008712
2016m1,.9946715
2016m2,.723604
2016m3,.1801797
2016m4,-.804043
