date,cat_job_growth
2011m1,.5183355
2011m2,.4485604
2011m3,.523822
2011m4,.4574868
2011m5,.0118693
2011m6,-.2989111
2011m7,-.3962466
2011m8,-.3737355
2011m9,-.4363603
2011m10,-.3972619
2011m11,-.4222442
2011m12,-.5253277
2012m1,-.2018507
2012m2,.0206266
2012m3,-.0464572
2012m4,-.1519347
2012m5,-.6020438
2012m6,-1.1651
2012m7,-1.393381
2012m8,-1.30026
2012m9,-1.05398
2012m10,-1.002197
2012m11,-1.03237
2012m12,-1.079362
2013m1,-1.02015
2013m2,-.9402071
2013m3,-.5963523
2013m4,-.1014393
2013m5,-.1074872
2013m6,-.3085685
2013m7,-.5737071
2013m8,-.6458085
2013m9,-.2361487
2013m10,-.1941356
2013m11,-.6416329
2013m12,-.9715072
2014m1,-.736822
2014m2,-.162168
2014m3,.4065875
2014m4,.7616419
2014m5,.5319667
2014m6,.2280903
2014m7,.1994698
2014m8,.3262541
2014m9,.6043991
2014m10,.7166949
2014m11,.3609494
2014m12,.1033572
2015m1,.2324434
2015m2,.7122197
2015m3,1.129552
2015m4,1.360052
2015m5,1.135565
2015m6,.5112848
2015m7,-.0792951
2015m8,.0345198
2015m9,.5371957
2015m10,.4915303
2015m11,.1781968
2015m12,.1542579
2016m1,.6832684
2016m2,1.364015
2016m3,1.995287
2016m4,2.454952
