date,cat_healthy_habits
2011m1,2.169777
2011m2,1.285028
2011m3,.7161185
2011m4,.5164171
2011m5,.4327624
2011m6,.3815178
2011m7,.1382225
2011m8,-.0690966
2011m9,-.3713703
2011m10,-.6823377
2011m11,-.8447211
2011m12,-.6189817
2012m1,-.1123225
2012m2,.347738
2012m3,.9075119
2012m4,1.107721
2012m5,.8837335
2012m6,.4802036
2012m7,.1050197
2012m8,-.4579544
2012m9,-.9033387
2012m10,-1.156792
2012m11,-.9687619
2012m12,-.5565111
2013m1,.3007338
2013m2,.572674
2013m3,.5498509
2013m4,.4771449
2013m5,.3286574
2013m6,-.0133392
2013m7,-.2067451
2013m8,-.506381
2013m9,-.7646864
2013m10,-.8943622
2013m11,-.9069899
2013m12,-.7234112
2014m1,-.0654813
2014m2,.2850431
2014m3,.2829635
2014m4,-.0946962
2014m5,-.4891837
2014m6,-.4024972
2014m7,-.4608922
2014m8,-.9720883
2014m9,-1.312382
2014m10,-1.235154
2014m11,-.8941436
2014m12,-.104161
2015m1,.948172
2015m2,1.284172
2015m3,1.239264
2015m4,1.022478
2015m5,.6216769
2015m6,.3779956
2015m7,.0069993
2015m8,-.5826694
2015m9,-.8583499
2015m10,-.8493377
2015m11,-.7451513
2015m12,-.3280225
2016m1,.3528763
2016m2,.70052
2016m3,.6089748
2016m4,.7203443
