region,date,valeurs_république
Nord-Pas-de-Calais,2013m1,-.023977689
Nord-Pas-de-Calais,2013m2,-.48301697
Nord-Pas-de-Calais,2013m3,-.18610717
Nord-Pas-de-Calais,2013m4,-.68983883
Nord-Pas-de-Calais,2013m5,-.42885983
Nord-Pas-de-Calais,2013m6,-.93797952
Nord-Pas-de-Calais,2013m7,-1.5541856
Nord-Pas-de-Calais,2013m8,-1.1092539
Nord-Pas-de-Calais,2013m9,.13667881
Nord-Pas-de-Calais,2013m10,.088576846
Nord-Pas-de-Calais,2013m11,.13347296
Nord-Pas-de-Calais,2013m12,-.46143499
Nord-Pas-de-Calais,2014m1,-.070515625
Nord-Pas-de-Calais,2014m2,-.1893366
Nord-Pas-de-Calais,2014m3,.2559979
Nord-Pas-de-Calais,2014m4,-.17464207
Nord-Pas-de-Calais,2014m5,-.38242173
Nord-Pas-de-Calais,2014m6,-.76350582
Nord-Pas-de-Calais,2014m7,-1.005801
Nord-Pas-de-Calais,2014m8,-.93764836
Nord-Pas-de-Calais,2014m9,-.057989571
Nord-Pas-de-Calais,2014m10,.058786888
Nord-Pas-de-Calais,2014m11,-.18885139
Nord-Pas-de-Calais,2014m12,-.38495326
Nord-Pas-de-Calais,2015m1,.75455332
Nord-Pas-de-Calais,2015m2,.024597414
Nord-Pas-de-Calais,2015m3,-.2434053
Nord-Pas-de-Calais,2015m4,-.0087875742
Nord-Pas-de-Calais,2015m5,-.24670395
Nord-Pas-de-Calais,2015m6,.021684362
Nord-Pas-de-Calais,2015m7,-.7972523
Nord-Pas-de-Calais,2015m8,-.34108523
Nord-Pas-de-Calais,2015m9,.55827594
Nord-Pas-de-Calais,2015m10,.49916002
Nord-Pas-de-Calais,2015m11,1.6047128
Nord-Pas-de-Calais,2015m12,.50974578
Nord-Pas-de-Calais,2016m1,1.0557176
Nord-Pas-de-Calais,2016m2,.34924892
Nord-Pas-de-Calais,2016m3,.69
Nord-Pas-de-Calais,2016m4,.23023483
Nord-Pas-de-Calais,2016m5,.60430801
Nord-Pas-de-Calais,2016m6,.11564901
Nord-Pas-de-Calais,2016m7,-.82877409
Nord-Pas-de-Calais,2016m8,-.21760044
Nord-Pas-de-Calais,2016m9,1.1949627
Nord-Pas-de-Calais,2016m10,.83527875
Nord-Pas-de-Calais,2016m11,.86322236
Nord-Pas-de-Calais,2016m12,.59806377
Nord-Pas-de-Calais,2017m1,.56816941
Nord-Pas-de-Calais,2017m2,.55486643
Nord-Pas-de-Calais,2017m3,.84125501
