region,date,christianisme
Limousin,2013m1,-.63736057
Limousin,2013m2,-.39272517
Limousin,2013m3,-.28352219
Limousin,2013m4,-.58476895
Limousin,2013m5,-.62461203
Limousin,2013m6,-.74417865
Limousin,2013m7,-.59106505
Limousin,2013m8,.14003952
Limousin,2013m9,.19653656
Limousin,2013m10,-.38270235
Limousin,2013m11,-.19872187
Limousin,2013m12,.30126694
Limousin,2014m1,.12705514
Limousin,2014m2,-.30017588
Limousin,2014m3,-.14925933
Limousin,2014m4,.19687921
Limousin,2014m5,-.069879234
Limousin,2014m6,-.79360503
Limousin,2014m7,-.85870892
Limousin,2014m8,-.40425274
Limousin,2014m9,-.65977412
Limousin,2014m10,-.45000052
Limousin,2014m11,-.37842235
Limousin,2014m12,1.1456742
Limousin,2015m1,.46238381
Limousin,2015m2,.35549951
Limousin,2015m3,.53998417
Limousin,2015m4,.42208624
Limousin,2015m5,.15572739
Limousin,2015m6,-.41690594
Limousin,2015m7,.030370504
Limousin,2015m8,.29299134
Limousin,2015m9,.44081828
Limousin,2015m10,.16198474
Limousin,2015m11,.29308927
Limousin,2015m12,.62687963
Limousin,2016m1,-.15658505
Limousin,2016m2,-.31997502
Limousin,2016m3,.66738749
Limousin,2016m4,.49083805
Limousin,2016m5,.046380032
Limousin,2016m6,-.3896254
Limousin,2016m7,.27760518
Limousin,2016m8,-.36980629
Limousin,2016m9,-.070471525
Limousin,2016m10,.50152314
Limousin,2016m11,.29437113
Limousin,2016m12,1.0819734
Limousin,2017m1,.10944892
Limousin,2017m2,.40694591
Limousin,2017m3,.70168477
